"","player_id","player_name","player_last_team_id","player_last_team_abbreviation","age","gp","g","fga_frequency","fgm","fga","fg_pct","efg_pct","fg2a_frequency","fg2m","fg2a","fg2_pct","fg3a_frequency","fg3m","fg3a","fg3_pct"
"4870","22","62","7","0.019","4","7","0.571","0.571","0.019","4","7","0.571","0","0","0","2501","Reggie Evans","1610612758","SAC","35"
"4871","47","6","0.051","4","7","0.571","0.571","0.051","4","7","0.571","0","0","0","203106","Jeff Taylor","1610612766","CHA","26","29"
"4872","7","0.061","4","7","0.571","0.643","0.053","3","6","0.5","0.009","1","1","1","101133","Ian Mahinmi","1610612754","IND","28","61"
"4873","5","0.033","4","7","0.571","0.571","0.033","4","7","0.571","0","0","0","202687","Bismack Biyombo","1610612766","CHA","22","64","7"
"4874","0.038","3","7","0.429","0.429","0.038","3","7","0.429","0","0","0","101122","Danny Granger","1610612756","PHX","32","29","7","0.045"
"4875","3","7","0.429","0.429","0.032","3","5","0.6","0.013","0","2","0","2399","Mike Dunleavy","1610612741","CHI","34","63","6","0.015"
"4876","3","7","0.429","0.429","0.015","3","7","0.429","0","0","0","203077","Michael Kidd-Gilchrist","1610612766","CHA","21","55","7","0.015","2"
"4877","7","0.286","0.286","0.015","2","7","0.286","0","0","0","203084","Harrison Barnes","1610612744","GSW","23","82","7","0.011","2","7"
"4878","0.286","0.286","0.009","2","6","0.333","0.002","0","1","0","2584","Willie Green","1610612753","ORL","33","52","7","0.023","2","7"
"4879","0.286","0.286","0.016","2","5","0.4","0.007","0","2","0","203994","Jusuf Nurkic","1610612743","DEN","20","62","7","0.018","2","7"
"4880","0.286","0.286","0.018","2","7","0.286","0","0","0","201937","Ricky Rubio","1610612750","MIN","24","22","6","0.032","2","7","0.286"
"4881","0.286","0.023","2","5","0.4","0.009","0","2","0","203933","TJ Warren","1610612756","PHX","21","40","6","0.033","2","7","0.286"
"4882","0.286","0.033","2","7","0.286","0","0","0","201978","Chase Budinger","1610612750","MIN","27","66","7","0.018","2","7","0.286","0.286"
"4883","0.016","2","6","0.333","0.003","0","1","0","203917","Nik Stauskas","1610612758","SAC","21","73","6","0.024","2","7","0.286","0.286"
"4884","0.01","2","3","0.667","0.014","0","4","0","200761","Shawne Williams","1610612765","DET","29","62","6","0.024","2","7","0.286","0.357"
"4885","0.02","1","6","0.167","0.003","1","1","1","101126","Nate Robinson","1610612746","LAC","31","42","5","0.028","1","7","0.143","0.143"
"4886","0.016","1","4","0.25","0.012","0","3","0","2594","Kyle Korver","1610612737","ATL","34","75","6","0.012","1","7","0.143","0.214"
"4887","0.005","0","3","0","0.007","1","4","0.25","1891","Jason Terry","1610612745","HOU","37","76","7","0.016","0","7","0","0"
"4888","0.005","0","2","0","0.011","0","5","0","203490","Otto Porter","1610612764","WAS","22","74","6","0.018","0","7","0","0"
"4889","0.013","0","5","0","0.005","0","2","0","202734","E'Twaun Moore","1610612741","CHI","26","56","5","0.044","5","6","0.833","0.917"
"4890","0.037","4","5","0.8","0.007","1","1","1","202355","Hassan Whiteside","1610612748","MIA","26","47","6","0.016","5","6","0.833","0.833"
"4891","0.016","5","6","0.833","0","0","0","201168","Tiago Splitter","1610612759","SAS","30","52","6","0.02","4","6","0.667","0.667","0.02"
"4892","4","6","0.667","0","0","0","708","Kevin Garnett","1610612750","MIN","39","47","6","0.02","3","6","0.5","0.5","0.02","3"
"4893","6","0.5","0","0","0","201595","Joey Dorsey","1610612745","HOU","31","68","6","0.042","3","6","0.5","0.5","0.042","3","6"
"4894","0.5","0","0","0","2588","Matt Bonner","1610612759","SAS","35","72","6","0.026","3","6","0.5","0.5","0.026","3","6","0.5"
"4895","0","0","0","202730","Lavoy Allen","1610612754","IND","26","63","6","0.021","3","6","0.5","0.5","0.021","3","6","0.5","0"
"4896","0","0","203473","Dewayne Dedmon","1610612753","ORL","25","59","6","0.038","3","6","0.5","0.5","0.038","3","6","0.5","0","0"
"4897","0","203133","Robbie Hummel","1610612750","MIN","26","44","6","0.036","2","6","0.333","0.333","0.036","2","6","0.333","0","0","0"
"4898","203940","Adreian Payne","1610612750","MIN","24","32","6","0.027","2","6","0.333","0.333","0.027","2","6","0.333","0","0","0","203943"
"4899","Noah Vonleh","1610612766","CHA","19","25","5","0.08","2","6","0.333","0.333","0.08","2","6","0.333","0","0","0","203960","JaKarr Sampson"
"4900","1610612755","PHI","22","74","6","0.018","2","6","0.333","0.333","0.015","2","5","0.4","0.003","0","1","0","203482","Kelly Olynyk"
"4901","1610612738","BOS","24","64","6","0.012","2","6","0.333","0.333","0.012","2","6","0.333","0","0","0","203515","Phil Pressey","1610612738"
"4902","BOS","24","50","6","0.034","2","6","0.333","0.333","0.029","2","5","0.4","0.006","0","1","0","202329","Al-Farouq Aminu","1610612742"
"4903","DAL","24","74","6","0.017","1","6","0.167","0.167","0.008","1","3","0.333","0.008","0","3","0","203459","Allen Crabbe","1610612757"
"4904","POR","23","51","6","0.039","1","6","0.167","0.25","0.02","0","3","0","0.02","1","3","0.333","201611","Henry Walker","1610612748"
"4905","MIA","27","24","5","0.04","0","6","0","0","0.013","0","2","0","0.027","0","4","0","203956","Mitch McGary","1610612760"
"4906","OKC","23","32","5","0.03","4","5","0.8","0.8","0.03","4","5","0.8","0","0","0","200755","JJ Redick","1610612746","LAC"
"4907","31","78","5","0.005","3","5","0.6","0.6","0.004","3","4","0.75","0.001","0","1","0","203461","Anthony Bennett","1610612750","MIN"
"4908","22","56","5","0.017","3","5","0.6","0.6","0.017","3","5","0.6","0","0","0","203500","Steven Adams","1610612760","OKC","21"
"4909","70","4","0.013","3","5","0.6","0.6","0.013","3","5","0.6","0","0","0","201599","DeAndre Jordan","1610612746","LAC","26","82"
"4910","5","0.01","3","5","0.6","0.6","0.01","3","5","0.6","0","0","0","203921","Cleanthony Early","1610612752","NYK","24","39","5"
"4911","0.023","3","5","0.6","0.7","0.014","2","3","0.667","0.009","1","2","0.5","101131","Jason Maxiell","1610612766","CHA","32","61","5"
"4912","0.026","3","5","0.6","0.6","0.026","3","5","0.6","0","0","0","203485","Lorenzo Brown","1610612750","MIN","24","29","4","0.041"
"4913","2","5","0.4","0.4","0.033","2","4","0.5","0.008","0","1","0","2223","Samuel Dalembert","1610612752","NYK","35","32","5","0.038"
"4914","2","5","0.4","0.4","0.038","2","5","0.4","0","0","0","203200","Justin Holiday","1610612744","GSW","26","59","4","0.021","2"
"4915","5","0.4","0.4","0.009","2","2","1","0.013","0","3","0","200757","Thabo Sefolosha","1610612737","ATL","31","52","5","0.02","2"
"4916","5","0.4","0.4","0.016","2","4","0.5","0.004","0","1","0","203516","James Ennis","1610612748","MIA","24","62","4","0.02","2"
"4917","5","0.4","0.4","0.02","2","5","0.4","0","0","0","203584","Troy Daniels","1610612766","CHA","23","46","4","0.031","2","5"
"4918","0.4","0.4","0.025","2","4","0.5","0.006","0","1","0","2365","Chris Andersen","1610612748","MIA","36","59","5","0.025","2","5"
"4919","0.4","0.4","0.025","2","5","0.4","0","0","0","203460","Andre Roberson","1610612760","OKC","23","67","5","0.025","2","5","0.4"
"4920","0.4","0.02","2","4","0.5","0.005","0","1","0","204028","Tarik Black","1610612747","LAL","23","62","5","0.019","2","5","0.4"
"4921","0.4","0.019","2","5","0.4","0","0","0","201563","Michael Beasley","1610612748","MIA","26","24","5","0.024","1","5","0.2","0.2"
"4922","0.019","1","4","0.25","0.005","0","1","0","2748","Dorell Wright","1610612757","POR","29","48","5","0.026","1","5","0.2","0.3"
"4923","0.005","0","1","0","0.021","1","4","0.25","203142","Chris Copeland","1610612754","IND","31","50","3","0.016","1","5","0.2","0.2"
"4924","0.006","1","2","0.5","0.01","0","3","0","203914","Gary Harris","1610612743","DEN","20","55","5","0.023","0","5","0","0"
"4925","0.009","0","2","0","0.014","0","3","0","203924","Jerami Grant","1610612755","PHI","21","65","5","0.014","0","5","0","0"
"4926","0.012","0","4","0","0.003","0","1","0","201589","Darrell Arthur","1610612743","DEN","27","58","5","0.013","0","5","0","0"
"4927","0.01","0","4","0","0.003","0","1","0","203900","Markel Brown","1610612751","BKN","23","47","5","0.024","0","5","0","0"
"4928","0.019","0","4","0","0.005","0","1","0","203094","Andrew Nicholson","1610612753","ORL","25","40","3","0.021","3","4","0.75","0.75"
"4929","0.021","3","4","0.75","0","0","0","202720","Jon Leuer","1610612763","MEM","26","63","4","0.015","2","4","0.5","0.5","0.015"
"4930","2","4","0.5","0","0","0","203105","Festus Ezeli","1610612744","GSW","25","46","4","0.029","2","4","0.5","0.5","0.029","2"
"4931","4","0.5","0","0","0","203141","Mirza Teletovic","1610612751","BKN","29","40","3","0.013","2","4","0.5","0.5","0.01","2","3"
"4932","0.667","0.003","0","1","0","201988","Patty Mills","1610612759","SAS","26","51","4","0.012","2","4","0.5","0.75","0","0","0"
"4933","0.012","2","4","0.5","202066","Garrett Temple","1610612764","WAS","29","52","4","0.024","1","4","0.25","0.25","0.018","1","3","0.333"
"4934","0.006","0","1","0","203080","Thomas Robinson","1610612755","PHI","24","54","4","0.016","1","4","0.25","0.25","0.016","1","4","0.25"
"4935","0","0","0","201229","Anthony Tolliver","1610612765","DET","30","76","4","0.01","1","4","0.25","0.25","0.008","1","3","0.333","0.003"
"4936","0","1","0","202343","Elliot Williams","1610612740","NOP","26","13","3","0.111","1","4","0.25","0.25","0.111","1","4","0.25","0"
"4937","0","0","203561","Brandon Davies","1610612751","BKN","23","27","4","0.029","1","4","0.25","0.25","0.029","1","4","0.25","0","0"
"4938","0","2760","Anderson Varejao","1610612739","CLE","32","26","4","0.02","1","4","0.25","0.25","0.02","1","4","0.25","0","0","0"
"4939","203090","Maurice Harkless","1610612753","ORL","22","45","4","0.026","1","4","0.25","0.25","0.019","1","3","0.333","0.006","0","1","0"
"4940","201196","Ramon Sessions","1610612764","WAS","29","64","4","0.012","1","4","0.25","0.25","0.012","1","4","0.25","0","0","0","203488"
"4941","Mike Muscala","1610612737","ATL","23","40","4","0.027","0","4","0","0","0.027","0","4","0","0","0","0","201962","Toney Douglas"
"4942","1610612740","NOP","29","12","4","0.078","0","4","0","0","0.059","0","3","0","0.02","0","1","0","204020","Tyler Johnson"
"4943","1610612748","MIA","23","32","3","0.018","1","3","0.333","0.333","0.018","1","3","0.333","0","0","0","204022","Jack Cooley","1610612762"
"4944","UTA","24","16","3","0.136","1","3","0.333","0.333","0.136","1","3","0.333","0","0","0","203950","Jarnell Stokes","1610612763","MEM"
"4945","21","19","2","0.081","1","3","0.333","0.333","0.081","1","3","0.333","0","0","0","2555","Nick Collison","1610612760","OKC","34"
"4946","66","3","0.012","1","3","0.333","0.333","0.008","1","2","0.5","0.004","0","1","0","203948","Johnny O'Bryant","1610612749","MIL","22"
"4947","33","3","0.026","1","3","0.333","0.333","0.026","1","3","0.333","0","0","0","203530","Joffrey Lauvergne","1610612743","DEN","23","24"
"4948","2","0.034","1","3","0.333","0.333","0.034","1","3","0.333","0","0","0","203120","Justin Hamilton","1610612750","MIN","25","41","3"
"4949","0.017","1","3","0.333","0.333","0.011","1","2","0.5","0.006","0","1","0","203187","Chris Johnson","1610612762","UTA","25","29","3"
"4950","0.019","1","3","0.333","0.333","0.006","1","1","1","0.013","0","2","0","2557","Luke Ridnour","1610612753","ORL","34","47","3"
"4951","0.017","1","3","0.333","0.5","0","0","0","0.017","1","3","0.333","201948","Austin Daye","1610612737","ATL","27","34","2","0.021"
"4952","1","3","0.333","0.333","0.014","1","2","0.5","0.007","0","1","0","200769","Shannon Brown","1610612748","MIA","29","5","3","0.158"
"4953","0","3","0","0","0.105","0","2","0","0.053","0","1","0","202721","Darius Morris","1610612751","BKN","24","38","3","0.029"
"4954","0","3","0","0","0.029","0","3","0","0","0","0","203580","Larry Drew","1610612755","PHI","25","12","2","0.053","0"
"4955","3","0","0","0.018","0","1","0","0.035","0","2","0","203937","Kyle Anderson","1610612759","SAS","21","33","3","0.034","0"
"4956","3","0","0","0.034","0","3","0","0","0","0","203919","Jordan Adams","1610612763","MEM","20","30","3","0.035","0","3"
"4957","0","0","0.035","0","3","0","0","0","0","200797","Ryan Hollins","1610612758","SAC","30","46","2","0.037","0","3","0"
"4958","0","0.037","0","3","0","0","0","0","203910","Nick Johnson","1610612745","HOU","22","27","3","0.04","0","3","0","0"
"4959","0.013","0","1","0","0.027","0","2","0","203495","Ricky Ledo","1610612752","NYK","22","17","3","0.031","0","3","0","0"
"4960","0.031","0","3","0","0","0","0","202379","Jeremy Evans","1610612762","UTA","27","38","2","0.034","2","2","1","1","0.034"
"4961","2","2","1","0","0","0","2457","Jannero Pargo","1610612766","CHA","35","9","2","0.057","2","2","1","1.5","0","0"
"4962","0","0.057","2","2","1","2422","John Salmons","1610612740","NOP","35","21","2","0.042","2","2","1","1","0.042","2","2"
"4963","1","0","0","0","203923","James Young","1610612738","BOS","19","31","2","0.02","2","2","1","1.25","0.01","1","1","1"
"4964","0.01","1","1","1","202336","Larry Sanders","1610612749","MIL","26","27","2","0.012","1","2","0.5","0.5","0.012","1","2","0.5"
"4965","0","0","0","203098","John Jenkins","1610612737","ATL","24","24","2","0.02","1","2","0.5","0.5","0.01","1","1","1","0.01"
"4966","0","1","0","204014","Damjan Rudez","1610612754","IND","29","68","2","0.008","1","2","0.5","0.5","0.008","1","2","0.5","0"
"4967","0","0","202130","Reggie Williams","1610612759","SAS","28","20","2","0.051","1","2","0.5","0.5","0.051","1","2","0.5","0","0"
"4968","0","1737","Nazr Mohammed","1610612741","CHI","37","23","2","0.069","1","2","0.5","0.5","0.069","1","2","0.5","0","0","0"
"4969","203508","Sergey Karasev","1610612751","BKN","21","33","2","0.015","1","2","0.5","0.5","0.015","1","2","0.5","0","0","0","101198"
"4970","Will Bynum","1610612764","WAS","32","7","2","0.065","1","2","0.5","0.5","0.032","1","1","1","0.032","0","1","0","202779"
"4971","Dwight Buycks","1610612747","LAL","26","6","1","0.05","1","2","0.5","0.75","0.025","0","1","0","0.025","1","1","1","203498"
"4972","Shabazz Muhammad","1610612750","MIN","22","37","2","0.005","1","2","0.5","0.5","0.005","1","2","0.5","0","0","0","203906","Devyn Marble"
"4973","1610612753","ORL","22","16","2","0.047","1","2","0.5","0.5","0.023","1","1","1","0.023","0","1","0","2030","Kenyon Martin"
"4974","1610612749","MIL","37","10","2","0.095","1","2","0.5","0.5","0.095","1","2","0.5","0","0","0","203955","Bryce Cotton","1610612762"
"4975","UTA","22","15","2","0.029","1","2","0.5","0.75","0.014","0","1","0","0.014","1","1","1","203489","Nate Wolters","1610612740"
"4976","NOP","24","21","2","0.035","1","2","0.5","0.5","0.035","1","2","0.5","0","0","0","203922","Glenn Robinson","1610612755","PHI"
"4977","21","35","1","0.03","1","2","0.5","0.5","0.03","1","2","0.5","0","0","0","2217","Brendan Haywood","1610612739","CLE","35"
"4978","22","2","0.067","1","2","0.5","0.5","0.067","1","2","0.5","0","0","0","203268","Jorge Gutierrez","1610612749","MIL","26","20"
"4979","2","0.049","1","2","0.5","0.5","0.049","1","2","0.5","0","0","0","2592","James Jones","1610612739","CLE","34","56","2"
"4980","0.01","1","2","0.5","0.75","0.005","0","1","0","0.005","1","1","1","203481","Jeff Withey","1610612740","NOP","25","37","2"
"4981","0.031","0","2","0","0","0.031","0","2","0","0","0","0","203928","Cory Jefferson","1610612751","BKN","24","50","2","0.013"
"4982","0","2","0","0","0.013","0","2","0","0","0","0","203953","Jabari Parker","1610612749","MIL","20","25","2","0.008","0"
"4983","2","0","0","0.008","0","2","0","0","0","0","200779","Steve Novak","1610612760","OKC","32","35","2","0.036","0","2"
"4984","0","0","0.036","0","2","0","0","0","0","203991","Clint Capela","1610612745","HOU","21","12","2","0.069","0","2","0"
"4985","0","0.069","0","2","0","0","0","0","203103","Perry Jones","1610612760","OKC","23","43","2","0.011","0","2","0","0"
"4986","0.005","0","1","0","0.005","0","1","0","204025","Tim Frazier","1610612757","POR","24","11","2","0.038","0","2","0","0"
"4987","0.038","0","2","0","0","0","0","203913","Jabari Brown","1610612747","LAL","22","19","2","0.012","0","2","0","0","0.012"
"4988","0","2","0","0","0","0","203540","Gigi Datome","1610612738","BOS","27","21","2","0.022","0","2","0","0","0","0"
"4989","0","0.022","0","2","0","201946","Tyler Hansbrough","1610612761","TOR","29","74","2","0.012","0","2","0","0","0.006","0","1"
"4990","0","0.006","0","1","0","203998","Bruno Caboclo","1610612761","TOR","19","8","2","0.167","0","2","0","0","0.167","0","2"
"4991","0","0","0","0","101110","Martell Webster","1610612764","WAS","28","32","2","0.022","0","2","0","0","0.022","0","2","0"
"4992","0","0","0","204079","Drew Gordon","1610612755","PHI","24","9","1","0.053","1","1","1","1","0.053","1","1","1","0"
"4993","0","0","203963","Shayne Whittington","1610612754","IND","24","20","1","0.024","1","1","1","1","0.024","1","1","1","0","0"
"4994","0","203539","Gal Mekel","1610612740","NOP","27","4","1","0.05","1","1","1","1","0.05","1","1","1","0","0","0"
"4995","202366","Jerome Jordan","1610612751","BKN","28","44","1","0.012","1","1","1","1","0.012","1","1","1","0","0","0","101135"
"4996","David Lee","1610612744","GSW","32","49","1","0.003","1","1","1","1","0.003","1","1","1","0","0","0","202952","Malcolm Thomas"
"4997","1610612755","PHI","26","17","1","0.026","1","1","1","1","0.026","1","1","1","0","0","0","201202","Joel Anthony","1610612765"
"4998","DET","32","49","1","0.016","1","1","1","1","0.016","1","1","1","0","0","0","204021","Sim Bhullar","1610612758","SAC"
"4999","22","3","1","0.5","1","1","1","1","0.5","1","1","1","0","0","0","203925","Joe Harris","1610612739","CLE","23"
"5000","51","1","0.008","1","1","1","1","0.008","1","1","1","0","0","0","203318","Glen Rice Jr.","1610612764","WAS","24","5"
"5001","1","0.067","0","1","0","0","0","0","0","0.067","0","1","0","201965","Jeff Ayres","1610612759","SAS","28","51","1"
"5002","0.011","0","1","0","0","0.011","0","1","0","0","0","0","203939","Dwight Powell","1610612742","DAL","23","29","1","0.015"
"5003","0","1","0","0","0.015","0","1","0","0","0","0","201604","Chris Douglas-Roberts","1610612746","LAC","28","12","1","0.048","0"
"5004","1","0","0","0.048","0","1","0","0","0","0","200777","Joel Freeland","1610612757","POR","28","48","1","0.007","0","1"
"5005","0","0","0.007","0","1","0","0","0","0","101236","Charles Hayes","1610612761","TOR","32","29","1","0.022","0","1","0"
"5006","0","0.022","0","1","0","0","0","0","204054","Zoran Dragic","1610612748","MIA","26","16","1","0.033","0","1","0","0"
"5007","0.033","0","1","0","0","0","0","201964","Victor Claver","1610612757","POR","26","10","1","0.05","0","1","0","0","0"
"5008","0","0","0.05","0","1","0","203088","Kendall Marshall","1610612749","MIL","23","27","1","0.01","0","1","0","0","0.01","0"
"5009","1","0","0","0","0","203493","Reggie Bullock","1610612756","PHX","24","36","1","0.014","0","1","0","0","0.014","0","1"
"5010","0","0","0","0","201177","Josh McRoberts","1610612748","MIA","28","17","1","0.019","0","1","0","0","0","0","0","0.019"
"5011","0","1","0","202399","Jeff Adrien","1610612750","MIN","29","17","1","0.023","0","1","0","0","0.023","0","1","0","0"
"5012","0","0","201880","Greg Stiemsma","1610612761","TOR","29","17","1","0.125","0","1","0","0","0.125","0","1","0","0","0"
"5013","0","202337","Luke Babbitt","1610612740","NOP","26","63","1","0.005","0","1","0","0","0.005","0","1","0","0","0","0"
"5014","201991","Lester Hudson","1610612746","LAC","30","5","1","0.071","0","1","0","0","0.071","0","1","0","0","0","0","203546"
"5015","Ian Clark","1610612743","DEN","24","30","1","0.019","0","1","0","0","0.019","0","1","0","0","0","0","203926","Doug McDermott"
"5016","1610612741","CHI","23","36","1","0.01","0","1","0","0","0.01","0","1","0","0","0","0","1882","Elton Brand","1610612737"
"5017","ATL","36","36","1","0.011","0","1","0","0","0.011","0","1","0","0","0","0","203912","CJ Wilcox","1610612746","LAC"
"5018","24","21","1","0.026","0","1","0","0","0.026","0","1","0","0","0","0","203099","Jared Cunningham","1610612746","LAC","24"
"5019","19","1","0.03","0","1","0","0","0.03","0","1","0","0","0","0","202333","Xavier Henry","1610612747","LAL","24","9"
"5020","1","0.077","0","1","0","0","0.077","0","1","0","0","0","0","202331","Paul George","1610612754","IND","25","6","1"
"5021","0.02","0","1","0","0","0","0","0","0.02","0","1","0","201580","JaVale McGee","1610612755","PHI","27","23","1","0.013"
"5022","0","1","0","0","0.013","0","1","0","0","0","0","201935","James Harden","1610612745","HOU","25","80","50","0.057","28"
"5023","203083","Andre Drummond","1610612765","DET","21","82","18","0.02","14","19","0.737","0.737","0.02","14","19","0.737","0","0","0","201599"
"5024","DeAndre Jordan","1610612746","LAC","26","82","13","0.027","13","14","0.929","0.929","0.027","13","14","0.929","0","0","0","202339","Eric Bledsoe"
"5025","1610612756","PHX","25","81","12","0.013","7","13","0.538","0.577","0.008","6","8","0.75","0.005","1","5","0.2","101108","Chris Paul"
"5026","1610612746","LAC","30","82","12","0.011","4","13","0.308","0.346","0.006","3","7","0.429","0.005","1","6","0.167","202340","Avery Bradley"
"5027","1610612738","BOS","24","77","12","0.013","3","13","0.231","0.269","0.008","2","8","0.25","0.005","1","5","0.2","2199","Tyson Chandler"
"5028","1610612742","DAL","32","75","10","0.028","10","12","0.833","0.833","0.028","10","12","0.833","0","0","0","201939","Stephen Curry","1610612744"
"5029","GSW","27","80","11","0.009","4","12","0.333","0.333","0.006","4","8","0.5","0.003","0","4","0","202710","Jimmy Butler","1610612741"
"5030","CHI","25","65","11","0.012","9","11","0.818","0.864","0.01","8","9","0.889","0.002","1","2","0.5","200782","PJ Tucker","1610612756"
"5031","PHX","30","78","10","0.019","7","11","0.636","0.727","0.012","5","7","0.714","0.007","2","4","0.5","101123","Gerald Green","1610612756"
"5032","PHX","29","74","11","0.014","6","11","0.545","0.636","0.008","4","6","0.667","0.006","2","5","0.4","2747","J.R. Smith","1610612739"
"5033","CLE","29","70","10","0.015","6","11","0.545","0.818","0","0","0","0.015","6","11","0.545","200746","LaMarcus Aldridge","1610612757","POR"
"5034","29","71","11","0.008","6","11","0.545","0.545","0.007","6","10","0.6","0.001","0","1","0","200752","Rudy Gay","1610612758","SAC"
"5035","28","68","11","0.01","6","11","0.545","0.545","0.009","6","10","0.6","0.001","0","1","0","101139","CJ Miles","1610612754","IND"
"5036","28","70","10","0.013","3","11","0.273","0.318","0.005","2","4","0.5","0.008","1","7","0.143","203497","Rudy Gobert","1610612762","UTA"
"5037","23","82","10","0.024","9","10","0.9","0.9","0.024","9","10","0.9","0","0","0","200768","Kyle Lowry","1610612761","TOR","29"
"5038","70","9","0.01","6","10","0.6","0.8","0.002","2","2","1","0.008","4","8","0.5","203081","Damian Lillard","1610612757","POR","24"
"5039","82","9","0.007","6","10","0.6","0.75","0.003","3","4","0.75","0.004","3","6","0.5","201586","Serge Ibaka","1610612760","OKC","25"
"5040","64","10","0.013","6","10","0.6","0.6","0.012","6","9","0.667","0.001","0","1","0","201627","Anthony Morrow","1610612760","OKC","29"
"5041","74","9","0.016","2","10","0.2","0.25","0.007","1","4","0.25","0.01","1","6","0.167","201980","Danny Green","1610612759","SAS","28"
"5042","81","10","0.014","2","10","0.2","0.25","0.003","1","2","0.5","0.011","1","8","0.125","201148","Brandan Wright","1610612756","PHX","27"
"5043","75","9","0.025","7","9","0.778","0.778","0.025","7","9","0.778","0","0","0","203952","Andrew Wiggins","1610612750","MIN","20","81"
"5044","7","0.008","7","9","0.778","0.833","0.006","6","7","0.857","0.002","1","2","0.5","2590","Mo Williams","1610612766","CHA","32","67"
"5045","7","0.011","6","9","0.667","0.778","0.007","4","6","0.667","0.004","2","3","0.667","202696","Nikola Vucevic","1610612753","ORL","24","74"
"5046","7","0.008","6","9","0.667","0.667","0.007","6","8","0.75","0.001","0","1","0","2594","Kyle Korver","1610612737","ATL","34","75"
"5047","9","0.015","6","9","0.667","0.944","0.002","1","1","1","0.013","5","8","0.625","101106","Andrew Bogut","1610612744","GSW","30","67"
"5048","9","0.026","6","9","0.667","0.667","0.026","6","9","0.667","0","0","0","202691","Klay Thompson","1610612744","GSW","25","77","8"
"5049","0.007","4","9","0.444","0.556","0.003","2","4","0.5","0.004","2","5","0.4","201941","Jordan Hill","1610612747","LAL","27","70","8"
"5050","0.012","4","9","0.444","0.5","0.01","3","8","0.375","0.001","1","1","1","201167","Arron Afflalo","1610612757","POR","29","78","8"
"5051","0.01","3","9","0.333","0.389","0.005","2","4","0.5","0.006","1","5","0.2","200755","JJ Redick","1610612746","LAC","31","78","8"
"5052","0.01","3","9","0.333","0.333","0.005","3","5","0.6","0.004","0","4","0","202330","Gordon Hayward","1610612762","UTA","25","76","7"
"5053","0.007","7","8","0.875","0.938","0.006","6","7","0.857","0.001","1","1","1","202730","Lavoy Allen","1610612754","IND","26","63","7"
"5054","0.027","6","8","0.75","0.75","0.027","6","8","0.75","0","0","0","203076","Anthony Davis","1610612740","NOP","22","68","8","0.007"
"5055","6","8","0.75","0.75","0.007","6","8","0.75","0","0","0","202322","John Wall","1610612764","WAS","24","79","8","0.007","6"
"5056","8","0.75","0.75","0.005","6","6","1","0.002","0","2","0","202702","Kenneth Faried","1610612743","DEN","25","75","8","0.011","6"
"5057","8","0.75","0.75","0.011","6","8","0.75","0","0","0","203463","Ben McLemore","1610612758","SAC","22","82","8","0.01","5","8"
"5058","0.625","0.688","0.005","4","4","1","0.005","1","4","0.25","201935","James Harden","1610612745","HOU","25","80","7","0.006","3","8"
"5059","0.375","0.438","0.002","2","3","0.667","0.003","1","5","0.2","201567","Kevin Love","1610612739","CLE","26","74","8","0.009","3","8"
"5060","0.375","0.438","0.005","2","5","0.4","0.003","1","3","0.333","203506","Victor Oladipo","1610612753","ORL","23","72","8","0.007","2","8"
"5061","0.25","0.313","0.004","1","4","0.25","0.004","1","4","0.25","201569","Eric Gordon","1610612740","NOP","26","61","8","0.012","1","8"
"5062","0.125","0.125","0.006","1","4","0.25","0.006","0","4","0","101161","Amir Johnson","1610612761","TOR","28","75","6","0.014","7","7"
"5063","1","1","0.014","7","7","1","0","0","0","202334","Ed Davis","1610612747","LAL","26","79","7","0.015","5","7","0.714"
"5064","0.714","0.015","5","7","0.714","0","0","0","203114","Khris Middleton","1610612749","MIL","23","78","7","0.008","4","7","0.571","0.643"
"5065","0.006","3","5","0.6","0.002","1","2","0.5","201933","Blake Griffin","1610612746","LAC","26","67","6","0.006","4","7","0.571","0.571"
"5066","0.006","4","7","0.571","0","0","0","2207","Joe Johnson","1610612751","BKN","34","80","7","0.007","4","7","0.571","0.643","0.005"
"5067","3","5","0.6","0.002","1","2","0.5","101145","Monta Ellis","1610612742","DAL","29","80","7","0.005","4","7","0.571","0.643","0.004"
"5068","3","5","0.6","0.001","1","2","0.5","201961","Wayne Ellington","1610612747","LAL","27","65","7","0.011","4","7","0.571","0.643","0.01"
"5069","3","6","0.5","0.002","1","1","1","202694","Marcus Morris","1610612756","PHX","25","81","7","0.009","4","7","0.571","0.643","0.007"
"5070","3","5","0.6","0.003","1","2","0.5","201960","DeMarre Carroll","1610612737","ATL","28","70","7","0.011","3","7","0.429","0.5","0.008"
"5071","2","5","0.4","0.003","1","2","0.5","202738","Isaiah Thomas","1610612738","BOS","26","67","7","0.009","3","7","0.429","0.643","0.003"
"5072","0","2","0","0.006","3","5","0.6","201566","Russell Westbrook","1610612760","OKC","26","67","6","0.005","2","7","0.286","0.357","0.003"
"5073","1","4","0.25","0.002","1","3","0.333","202083","Wesley Matthews","1610612757","POR","28","60","6","0.009","2","7","0.286","0.429","0.001"
"5074","0","1","0","0.008","2","6","0.333","2546","Carmelo Anthony","1610612752","NYK","31","39","7","0.009","2","7","0.286","0.286","0.003"
"5075","2","2","1","0.006","0","5","0","202683","Enes Kanter","1610612760","OKC","23","75","6","0.007","5","6","0.833","0.833","0.007"
