"","player_id","player_name","player_last_team_id","player_last_team_abbreviation","age","gp","g","fga_frequency","fgm","fga","fg_pct","efg_pct","fg2a_frequency","fg2m","fg2a","fg2_pct","fg3a_frequency","fg3m","fg3a","fg3_pct"
"9403","2","6","0.333","0.5","0","0","0","0.019","2","6","0.333","203468","CJ McCollum","1610612757","POR","23","62","6","0.016","2"
"9404","6","0.333","0.5","0.003","0","1","0","0.014","2","5","0.4","203913","Jabari Brown","1610612747","LAL","22","19","5","0.035","2"
"9405","6","0.333","0.5","0.012","0","2","0","0.024","2","4","0.5","203499","Shane Larkin","1610612752","NYK","22","75","6","0.014","1"
"9406","6","0.167","0.25","0.005","0","2","0","0.009","1","4","0.25","203088","Kendall Marshall","1610612749","MIL","23","27","5","0.059","1"
"9407","6","0.167","0.25","0.01","0","1","0","0.05","1","5","0.2","203133","Robbie Hummel","1610612750","MIN","26","44","5","0.036","1"
"9408","6","0.167","0.167","0.018","1","3","0.333","0.018","0","3","0","201975","Jodie Meeks","1610612765","DET","27","60","6","0.011","1"
"9409","6","0.167","0.25","0.002","0","1","0","0.009","1","5","0.2","203090","Maurice Harkless","1610612753","ORL","22","45","5","0.038","1"
"9410","6","0.167","0.25","0","0","0","0.038","1","6","0.167","201175","Glen Davis","1610612746","LAC","29","74","5","0.024","1","6"
"9411","0.167","0.167","0.024","1","6","0.167","0","0","0","204014","Damjan Rudez","1610612754","IND","29","68","6","0.023","1","6","0.167"
"9412","0.25","0","0","0","0.023","1","6","0.167","2449","Luis Scola","1610612754","IND","35","81","5","0.008","4","5","0.8","1"
"9413","0.003","2","2","1","0.005","2","3","0.667","2430","Carlos Boozer","1610612747","LAL","33","71","5","0.007","3","5","0.6","0.6"
"9414","0.007","3","5","0.6","0","0","0","2760","Anderson Varejao","1610612739","CLE","32","26","5","0.025","3","5","0.6","0.6","0.025"
"9415","3","5","0.6","0","0","0","202692","Alec Burks","1610612762","UTA","23","27","5","0.017","3","5","0.6","0.9","0.003","0"
"9416","1","0","0.013","3","4","0.75","203187","Chris Johnson","1610612762","UTA","25","29","5","0.032","2","5","0.4","0.6","0.006","0"
"9417","1","0","0.026","2","4","0.5","203458","Alex Len","1610612756","PHX","22","69","5","0.014","2","5","0.4","0.5","0.012","1"
"9418","4","0.25","0.003","1","1","1","2419","Tayshaun Prince","1610612765","DET","35","58","4","0.013","2","5","0.4","0.6","0.008","0"
"9419","3","0","0.005","2","2","1","202684","Tristan Thompson","1610612739","CLE","24","81","4","0.01","2","5","0.4","0.4","0.01","2"
"9420","5","0.4","0","0","0","201935","James Harden","1610612745","HOU","25","80","5","0.003","2","5","0.4","0.6","0","0","0"
"9421","0.003","2","5","0.4","1713","Vince Carter","1610612763","MEM","38","66","5","0.012","2","5","0.4","0.6","0","0","0","0.012"
"9422","2","5","0.4","201627","Anthony Morrow","1610612760","OKC","29","74","5","0.008","2","5","0.4","0.6","0.002","0","1","0","0.007"
"9423","2","4","0.5","200770","Jordan Farmar","1610612746","LAC","28","36","4","0.032","2","5","0.4","0.6","0","0","0","0.032","2"
"9424","5","0.4","2549","Chris Kaman","1610612757","POR","33","74","5","0.009","2","5","0.4","0.4","0.009","2","5","0.4","0","0"
"9425","0","101138","Brandon Bass","1610612738","BOS","30","82","5","0.007","2","5","0.4","0.5","0.004","1","3","0.333","0.003","1","2"
"9426","0.5","201166","Aaron Brooks","1610612741","CHI","30","82","5","0.006","2","5","0.4","0.5","0.002","1","2","0.5","0.004","1","3"
"9427","0.333","200811","Lou Amundson","1610612752","NYK","32","52","5","0.02","2","5","0.4","0.4","0.02","2","5","0.4","0","0","0"
"9428","203109","Jae Crowder","1610612738","BOS","24","82","5","0.009","1","5","0.2","0.3","0","0","0","0.009","1","5","0.2","2202"
"9429","Jason Richardson","1610612755","PHI","34","19","5","0.029","1","5","0.2","0.2","0.011","1","2","0.5","0.017","0","3","0","2555"
"9430","Nick Collison","1610612760","OKC","34","66","5","0.02","1","5","0.2","0.2","0.004","1","1","1","0.016","0","4","0","203382"
"9431","Aron Baynes","1610612759","SAS","28","70","5","0.015","1","5","0.2","0.2","0.015","1","5","0.2","0","0","0","202720","Jon Leuer"
"9432","1610612763","MEM","26","63","5","0.018","1","5","0.2","0.2","0.011","1","3","0.333","0.007","0","2","0","203094","Andrew Nicholson"
"9433","1610612753","ORL","25","40","5","0.026","1","5","0.2","0.3","0.011","0","2","0","0.016","1","3","0.333","101135","David Lee"
"9434","1610612744","GSW","32","49","5","0.016","1","5","0.2","0.2","0.016","1","5","0.2","0","0","0","203508","Sergey Karasev","1610612751"
"9435","BKN","21","33","5","0.038","1","5","0.2","0.3","0.015","0","2","0","0.023","1","3","0.333","202323","Evan Turner","1610612738"
"9436","BOS","26","82","5","0.007","1","5","0.2","0.2","0.001","1","1","1","0.005","0","4","0","101133","Ian Mahinmi","1610612754"
"9437","IND","28","61","5","0.024","0","5","0","0","0.024","0","5","0","0","0","0","201979","Nick Calathes","1610612763","MEM"
"9438","26","58","5","0.021","0","5","0","0","0.009","0","2","0","0.013","0","3","0","203903","Jordan Clarkson","1610612747","LAL"
"9439","23","59","5","0.008","0","5","0","0","0","0","0","0.008","0","5","0","201942","DeMar DeRozan","1610612761","TOR","25"
"9440","60","5","0.005","0","5","0","0","0.003","0","3","0","0.002","0","2","0","203937","Kyle Anderson","1610612759","SAS","21"
"9441","33","4","0.056","0","5","0","0","0.034","0","3","0","0.022","0","2","0","203925","Joe Harris","1610612739","CLE","23"
"9442","51","3","0.033","3","4","0.75","1","0.008","1","1","1","0.025","2","3","0.667","201956","Omri Casspi","1610612758","SAC","27"
"9443","67","4","0.01","3","4","0.75","1","0.002","1","1","1","0.007","2","3","0.667","2365","Chris Andersen","1610612748","MIA","36"
"9444","59","4","0.02","3","4","0.75","0.875","0.01","2","2","1","0.01","1","2","0.5","202337","Luke Babbitt","1610612740","NOP","26"
"9445","63","4","0.021","3","4","0.75","1.125","0","0","0","0.021","3","4","0.75","201948","Austin Daye","1610612737","ATL","27","34"
"9446","4","0.029","3","4","0.75","1.125","0","0","0","0.029","3","4","0.75","201171","Carl Landry","1610612758","SAC","31","70","4"
"9447","0.011","2","4","0.5","0.5","0.011","2","4","0.5","0","0","0","203932","Aaron Gordon","1610612753","ORL","19","47","4","0.019"
"9448","2","4","0.5","0.75","0.005","0","1","0","0.015","2","3","0.667","201177","Josh McRoberts","1610612748","MIA","28","17","4","0.075"
"9449","2","4","0.5","0.75","0","0","0","0.075","2","4","0.5","2755","Kevin Martin","1610612750","MIN","32","38","4","0.006","2"
"9450","4","0.5","0.75","0","0","0","0.006","2","4","0.5","201600","Omer Asik","1610612740","NOP","28","76","4","0.01","2","4"
"9451","0.5","0.5","0.01","2","4","0.5","0","0","0","2744","Al Jefferson","1610612766","CHA","30","65","4","0.004","2","4","0.5"
"9452","0.5","0.004","2","4","0.5","0","0","0","201950","Jrue Holiday","1610612740","NOP","25","40","4","0.008","1","4","0.25","0.375"
"9453","0.002","0","1","0","0.006","1","3","0.333","204037","Travis Wear","1610612752","NYK","24","50","3","0.02","1","4","0.25","0.25"
"9454","0.015","1","3","0.333","0.005","0","1","0","2748","Dorell Wright","1610612757","POR","29","48","3","0.021","1","4","0.25","0.375"
"9455","0.005","0","1","0","0.016","1","3","0.333","2617","Udonis Haslem","1610612748","MIA","35","61","3","0.017","1","4","0.25","0.25"
"9456","0.013","1","3","0.333","0.004","0","1","0","201589","Darrell Arthur","1610612743","DEN","27","58","4","0.01","1","4","0.25","0.25"
"9457","0.008","1","3","0.333","0.003","0","1","0","101161","Amir Johnson","1610612761","TOR","28","75","4","0.008","1","4","0.25","0.25"
"9458","0.006","1","3","0.333","0.002","0","1","0","203156","Henry Sims","1610612755","PHI","25","73","4","0.008","1","4","0.25","0.25"
"9459","0.008","1","4","0.25","0","0","0","203077","Michael Kidd-Gilchrist","1610612766","CHA","21","55","4","0.008","1","4","0.25","0.25","0.008"
"9460","1","4","0.25","0","0","0","101122","Danny Granger","1610612756","PHX","32","29","4","0.025","1","4","0.25","0.375","0","0"
"9461","0","0.025","1","4","0.25","203144","Alexey Shved","1610612752","NYK","26","42","4","0.012","1","4","0.25","0.375","0.003","0","1"
"9462","0","0.009","1","3","0.333","203511","Grant Jerrett","1610612762","UTA","21","8","4","0.154","0","4","0","0","0.038","0","1"
"9463","0","0.115","0","3","0","203142","Chris Copeland","1610612754","IND","31","50","3","0.013","0","4","0","0","0","0","0"
"9464","0.013","0","4","0","202702","Kenneth Faried","1610612743","DEN","25","75","3","0.004","3","3","1","1","0.004","3","3","1"
"9465","0","0","0","203498","Shabazz Muhammad","1610612750","MIN","22","37","3","0.008","3","3","1","1.333","0.003","1","1","1","0.005"
"9466","2","2","1","201168","Tiago Splitter","1610612759","SAS","30","52","3","0.01","2","3","0.667","0.667","0.01","2","3","0.667","0"
"9467","0","0","203135","Robert Sacre","1610612747","LAL","26","67","3","0.01","2","3","0.667","0.667","0.01","2","3","0.667","0","0"
"9468","0","2557","Luke Ridnour","1610612753","ORL","34","47","3","0.017","2","3","0.667","0.833","0.006","1","1","1","0.011","1","2"
"9469","0.5","101131","Jason Maxiell","1610612766","CHA","32","61","2","0.016","2","3","0.667","0.667","0.016","2","3","0.667","0","0","0"
"9470","203900","Markel Brown","1610612751","BKN","23","47","3","0.014","2","3","0.667","1","0","0","0","0.014","2","3","0.667","204020"
"9471","Tyler Johnson","1610612748","MIA","23","32","3","0.018","1","3","0.333","0.5","0","0","0","0.018","1","3","0.333","203928","Cory Jefferson"
"9472","1610612751","BKN","24","50","3","0.019","1","3","0.333","0.333","0.006","1","1","1","0.013","0","2","0","203105","Festus Ezeli"
"9473","1610612744","GSW","25","46","3","0.022","1","3","0.333","0.333","0.022","1","3","0.333","0","0","0","2571","Leandro Barbosa","1610612744"
"9474","GSW","32","66","3","0.008","1","3","0.333","0.5","0","0","0","0.008","1","3","0.333","201858","Cartier Martin","1610612765","DET"
"9475","30","23","2","0.058","1","3","0.333","0.5","0","0","0","0.058","1","3","0.333","203120","Justin Hamilton","1610612750","MIN","25"
"9476","41","3","0.017","1","3","0.333","0.5","0.006","0","1","0","0.011","1","2","0.5","202685","Jonas Valanciunas","1610612761","TOR","23"
"9477","80","3","0.005","1","3","0.333","0.333","0.005","1","3","0.333","0","0","0","202388","Donald Sloan","1610612754","IND","27","53"
"9478","3","0.008","1","3","0.333","0.5","0","0","0","0.008","1","3","0.333","101126","Nate Robinson","1610612746","LAC","31","42","3"
"9479","0.012","1","3","0.333","0.5","0","0","0","0.012","1","3","0.333","202389","Timofey Mozgov","1610612739","CLE","28","81","3","0.005"
"9480","1","3","0.333","0.333","0.005","1","3","0.333","0","0","0","101179","Ronnie Price","1610612747","LAL","32","43","3","0.014","1"
"9481","3","0.333","0.5","0","0","0","0.014","1","3","0.333","2405","Amar'e Stoudemire","1610612742","DAL","32","58","2","0.006","1","3"
"9482","0.333","0.333","0.006","1","3","0.333","0","0","0","202328","Greg Monroe","1610612765","DET","25","69","3","0.004","1","3","0.333"
"9483","0.333","0.004","1","3","0.333","0","0","0","203922","Glenn Robinson","1610612755","PHI","21","35","2","0.045","1","3","0.333","0.5"
"9484","0.015","0","1","0","0.03","1","2","0.5","203098","John Jenkins","1610612737","ATL","24","24","3","0.03","1","3","0.333","0.5"
"9485","0","0","0","0.03","1","3","0.333","203584","Troy Daniels","1610612766","CHA","23","46","3","0.019","1","3","0.333","0.5","0"
"9486","0","0","0.019","1","3","0.333","203948","Johnny O'Bryant","1610612749","MIL","22","33","3","0.026","1","3","0.333","0.333","0.026","1"
"9487","3","0.333","0","0","0","202734","E'Twaun Moore","1610612741","CHI","26","56","3","0.022","1","3","0.333","0.5","0.007","0","1"
"9488","0","0.015","1","2","0.5","977","Kobe Bryant","1610612747","LAL","36","35","3","0.004","0","3","0","0","0.001","0","1"
"9489","0","0.003","0","2","0","203546","Ian Clark","1610612743","DEN","24","30","3","0.057","0","3","0","0","0.019","0","1"
"9490","0","0.038","0","2","0","203200","Justin Holiday","1610612744","GSW","26","59","3","0.013","0","3","0","0","0","0","0"
"9491","0.013","0","3","0","202087","Alonzo Gee","1610612757","POR","28","54","3","0.016","0","3","0","0","0","0","0","0.016"
"9492","0","3","0","203080","Thomas Robinson","1610612755","PHI","24","54","3","0.012","0","3","0","0","0.012","0","3","0","0"
"9493","0","0","203485","Lorenzo Brown","1610612750","MIN","24","29","2","0.025","0","3","0","0","0.016","0","2","0","0.008","0"
"9494","1","0","203515","Phil Pressey","1610612738","BOS","24","50","3","0.017","0","3","0","0","0","0","0","0.017","0","3"
"9495","0","202343","Elliot Williams","1610612740","NOP","26","13","1","0.056","2","2","1","1.5","0","0","0","0.056","2","2","1"
"9496","202390","Gary Neal","1610612750","MIN","30","54","2","0.004","2","2","1","1.5","0","0","0","0.004","2","2","1","203935"
"9497","Marcus Smart","1610612738","BOS","21","67","2","0.004","2","2","1","1.5","0","0","0","0.004","2","2","1","203083","Andre Drummond"
"9498","1610612765","DET","21","82","2","0.002","2","2","1","1","0.002","2","2","1","0","0","0","2742","Sebastian Telfair","1610612760"
"9499","OKC","30","16","2","0.016","1","2","0.5","0.75","0.008","0","1","0","0.008","1","1","1","202706","Jordan Hamilton","1610612746"
"9500","LAC","24","14","1","0.057","1","2","0.5","0.75","0.029","0","1","0","0.029","1","1","1","203500","Steven Adams","1610612760"
"9501","OKC","21","70","2","0.005","1","2","0.5","0.5","0.005","1","2","0.5","0","0","0","101109","Raymond Felton","1610612742","DAL"
"9502","31","29","2","0.019","1","2","0.5","0.5","0.019","1","2","0.5","0","0","0","203103","Perry Jones","1610612760","OKC","23"
"9503","43","2","0.011","1","2","0.5","0.5","0.005","1","1","1","0.005","0","1","0","203919","Jordan Adams","1610612763","MEM","20"
"9504","30","2","0.023","1","2","0.5","0.5","0.012","1","1","1","0.012","0","1","0","201582","Alexis Ajinca","1610612740","NOP","27"
"9505","68","2","0.006","1","2","0.5","0.5","0.006","1","2","0.5","0","0","0","2853","Earl Barron","1610612756","PHX","33","16"
"9506","2","0.051","1","2","0.5","0.5","0.051","1","2","0.5","0","0","0","203475","Erick Green","1610612743","DEN","24","43","2"
"9507","0.012","1","2","0.5","0.5","0.006","1","1","1","0.006","0","1","0","202721","Darius Morris","1610612751","BKN","24","38","2"
"9508","0.019","1","2","0.5","0.75","0","0","0","0.019","1","2","0.5","203093","Terrence Jones","1610612745","HOU","23","33","2","0.007"
"9509","1","2","0.5","0.5","0.003","1","1","1","0.003","0","1","0","201577","Robin Lopez","1610612757","POR","27","59","2","0.005"
"9510","1","2","0.5","0.5","0.005","1","2","0.5","0","0","0","203898","Tyler Ennis","1610612749","MIL","20","33","2","0.014","1"
"9511","2","0.5","0.5","0.007","1","1","1","0.007","0","1","0","201977","Marcus Thornton","1610612756","PHX","28","48","2","0.006","1"
"9512","2","0.5","0.75","0","0","0","0.006","1","2","0.5","201937","Ricky Rubio","1610612750","MIN","24","22","2","0.009","1","2"
"9513","0.5","0.5","0.005","1","1","1","0.005","0","1","0","101181","Jose Calderon","1610612752","NYK","33","41","2","0.006","1","2"
"9514","0.5","0.75","0","0","0","0.006","1","2","0.5","202690","Jimmer Fredette","1610612740","NOP","26","50","2","0.012","0","2","0"
"9515","0","0","0","0","0.012","0","2","0","201985","A.J. Price","1610612756","PHX","28","26","2","0.015","0","2","0","0"
"9516","0","0","0","0.015","0","2","0","1882","Elton Brand","1610612737","ATL","36","36","2","0.022","0","2","0","0","0.022"
"9517","0","2","0","0","0","0","2563","Dahntay Jones","1610612746","LAC","34","33","2","0.095","0","2","0","0","0.048","0"
"9518","1","0","0.048","0","1","0","203915","Spencer Dinwiddie","1610612765","DET","22","34","2","0.012","0","2","0","0","0","0"
"9519","0","0.012","0","2","0","203940","Adreian Payne","1610612750","MIN","24","32","2","0.009","0","2","0","0","0.009","0","2"
"9520","0","0","0","0","202130","Reggie Williams","1610612759","SAS","28","20","2","0.051","0","2","0","0","0","0","0","0.051"
"9521","0","2","0","2199","Tyson Chandler","1610612742","DAL","32","75","2","0.005","0","2","0","0","0.005","0","2","0","0"
"9522","0","0","203910","Nick Johnson","1610612745","HOU","22","27","2","0.027","0","2","0","0","0.027","0","2","0","0","0"
"9523","0","203955","Bryce Cotton","1610612762","UTA","22","15","2","0.029","0","2","0","0","0.029","0","2","0","0","0","0"
"9524","201564","O.J. Mayo","1610612749","MIL","27","70","2","0.003","0","2","0","0","0","0","0","0.003","0","2","0","203530"
"9525","Joffrey Lauvergne","1610612743","DEN","23","24","2","0.022","0","2","0","0","0","0","0","0.022","0","2","0","201599","DeAndre Jordan"
"9526","1610612746","LAC","26","82","2","0.004","0","2","0","0","0.004","0","2","0","0","0","0","201575","Brandon Rush","1610612744"
"9527","GSW","29","33","2","0.038","0","2","0","0","0","0","0","0.038","0","2","0","101128","Francisco Garcia","1610612745","HOU"
"9528","33","14","2","0.032","0","2","0","0","0","0","0","0.032","0","2","0","203493","Reggie Bullock","1610612756","PHX","24"
"9529","36","2","0.029","0","2","0","0","0","0","0","0.029","0","2","0","203106","Jeff Taylor","1610612766","CHA","26","29"
"9530","2","0.018","0","2","0","0","0.009","0","1","0","0.009","0","1","0","101249","John Lucas III","1610612765","DET","32","21"
"9531","2","0.019","0","2","0","0","0.01","0","1","0","0.01","0","1","0","201947","Earl Clark","1610612751","BKN","27","10"
