person_id,display_last_comma_first,display_first_last,rosterstatus,from_year,to_year,playercode,team_id,team_city,team_name,team_abbreviation,team_code,games_played_flag
200782,Tucker, PJ,PJ Tucker,TRUE,2006,2015,pj_tucker,1610612756,Phoenix,Suns,PHX,suns,Y
202323,Turner, Evan,Evan Turner,TRUE,2010,2015,evan_turner,1610612738,Boston,Celtics,BOS,celtics,Y
1626167,Turner, Myles,Myles Turner,TRUE,2015,2015,myles_turner,1610612754,Indiana,Pacers,IND,pacers,Y
202685,Valanciunas, Jonas,Jonas Valanciunas,TRUE,2012,2015,jonas_valanciunas,1610612761,Toronto,Raptors,TOR,raptors,Y
2760,Varejao, Anderson,Anderson Varejao,TRUE,2004,2015,anderson_varejao,1610612744,Golden State,Warriors,GSW,warriors,Y
202349,Vasquez, Greivis,Greivis Vasquez,TRUE,2010,2015,greivis_vasquez,1610612749,Milwaukee,Bucks,MIL,bucks,Y
1626173,Vaughn, Rashad,Rashad Vaughn,TRUE,2015,2015,rashad_vaughn,1610612749,Milwaukee,Bucks,MIL,bucks,Y
101111,Villanueva, Charlie,Charlie Villanueva,TRUE,2005,2015,charlie_villanueva,1610612742,Dallas,Mavericks,DAL,mavericks,Y
203943,Vonleh, Noah,Noah Vonleh,TRUE,2014,2015,noah_vonleh,1610612757,Portland,Trail Blazers,POR,blazers,Y
202696,Vucevic, Nikola,Nikola Vucevic,TRUE,2011,2015,nikola_vucevic,1610612753,Orlando,Magic,ORL,magic,Y
2756,Vujacic, Sasha,Sasha Vujacic,TRUE,2004,2015,sasha_vujacic,1610612752,New York,Knicks,NYK,knicks,Y
2548,Wade, Dwyane,Dwyane Wade,TRUE,2003,2015,dwyane_wade,1610612748,Miami,Heat,MIA,heat,Y
203079,Waiters, Dion,Dion Waiters,TRUE,2012,2015,dion_waiters,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
202689,Walker, Kemba,Kemba Walker,TRUE,2011,2015,kemba_walker,1610612766,Charlotte,Hornets,CHA,hornets,Y
202322,Wall, John,John Wall,TRUE,2010,2015,john_wall,1610612764,Washington,Wizards,WAS,wizards,Y
203933,Warren, TJ,TJ Warren,TRUE,2014,2015,tj_warren,1610612756,Phoenix,Suns,PHX,suns,Y
201228,Watson, CJ,CJ Watson,TRUE,2007,2015,cj_watson,1610612753,Orlando,Magic,ORL,magic,Y
1627362,Weber, Briante,Briante Weber,TRUE,2015,2015,briante_weber,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
2561,West, David,David West,TRUE,2003,2015,david_west,1610612759,San Antonio,Spurs,SAS,spurs,Y
201566,Westbrook, Russell,Russell Westbrook,TRUE,2008,2015,russell_westbrook,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
202355,Whiteside, Hassan,Hassan Whiteside,TRUE,2010,2015,hassan_whiteside,1610612748,Miami,Heat,MIA,heat,Y
203963,Whittington, Shayne,Shayne Whittington,TRUE,2014,2015,shayne_whittington,1610612754,Indiana,Pacers,IND,pacers,Y
203952,Wiggins, Andrew,Andrew Wiggins,TRUE,2014,2015,andrew_wiggins,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
203912,Wilcox, CJ,CJ Wilcox,TRUE,2014,2015,cj_wilcox,1610612746,Los Angeles,Clippers,LAC,clippers,Y
1626210,Williams, Alan,Alan Williams,TRUE,2015,2015,alan_williams,1610612756,Phoenix,Suns,PHX,suns,Y
101114,Williams, Deron,Deron Williams,TRUE,2005,2015,deron_williams,1610612742,Dallas,Mavericks,DAL,mavericks,Y
202682,Williams, Derrick,Derrick Williams,TRUE,2011,2015,derrick_williams,1610612752,New York,Knicks,NYK,knicks,Y
101150,Williams, Lou,Lou Williams,TRUE,2005,2015,louis_williams,1610612747,Los Angeles,Lakers,LAL,lakers,Y
101107,Williams, Marvin,Marvin Williams,TRUE,2005,2015,marvin_williams,1610612766,Charlotte,Hornets,CHA,hornets,Y
2590,Williams, Mo,Mo Williams,TRUE,2003,2015,maurice_williams,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
1626159,Winslow, Justise,Justise Winslow,TRUE,2015,2015,justise_winslow,1610612748,Miami,Heat,MIA,heat,Y
203481,Withey, Jeff,Jeff Withey,TRUE,2013,2015,jeff_withey,1610612762,Utah,Jazz,UTA,jazz,Y
1626174,Wood, Christian,Christian Wood,TRUE,2015,2015,christian_wood,1610612755,Philadelphia,76ers,PHI,sixers,Y
1897,World Peace, Metta,Metta World Peace,TRUE,1999,2015,metta_world_peace,1610612747,Los Angeles,Lakers,LAL,lakers,Y
201148,Wright, Brandan,Brandan Wright,TRUE,2007,2015,brandan_wright,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
1626153,Wright, Delon,Delon Wright,TRUE,2015,2015,delon_wright,1610612761,Toronto,Raptors,TOR,raptors,Y
203100,Wroten, Tony,Tony Wroten,TRUE,2012,2015,tony_wroten,1610612752,New York,Knicks,NYK,knicks,Y
203923,Young, James,James Young,TRUE,2014,2015,james_young,1610612738,Boston,Celtics,BOS,celtics,Y
1626202,Young, Joe,Joe Young,TRUE,2015,2015,joe_young,1610612754,Indiana,Pacers,IND,pacers,Y
201156,Young, Nick,Nick Young,TRUE,2007,2015,nick_young,1610612747,Los Angeles,Lakers,LAL,lakers,Y
201152,Young, Thaddeus,Thaddeus Young,TRUE,2007,2015,thaddeus_young,1610612751,Brooklyn,Nets,BKN,nets,Y
203469,Zeller, Cody,Cody Zeller,TRUE,2013,2015,cody_zeller,1610612766,Charlotte,Hornets,CHA,hornets,Y
203092,Zeller, Tyler,Tyler Zeller,TRUE,2012,2015,tyler_zeller,1610612738,Boston,Celtics,BOS,celtics,Y
