"player_id","player_name","team_id","team_abbreviation","gp","reb","ast","tov","stl","blk","pf","playtype"
"2730","Dwight Howard","1610612745","HOU","17",0.688524590163934,0.729508196721312,0.213114754098361,0.188524590163934,0.0327868852459017,0.0819672131147541,"playoff"
"201569","Eric Gordon","1610612740","NOP","4",0.614754098360656,0.229508196721312,0.147540983606557,0.655737704918033,0.475409836065574,0.39344262295082,"playoff"
"203084","Harrison Barnes","1610612744","GSW","21",0.221311475409836,0.672131147540984,0.639344262295082,0.467213114754098,0.475409836065574,0.614754098360656,"playoff"
"202697","Iman Shumpert","1610612739","CLE","20",0.295081967213115,0.729508196721312,0.795081967213115,0.278688524590164,0.352459016393443,0.483606557377049,"playoff"
"2747","J.R. Smith","1610612739","CLE","18",0.336065573770492,0.729508196721312,0.762295081967213,0.385245901639344,0.409836065573771,0.262295081967213,"playoff"
"201935","James Harden","1610612745","HOU","17",0.147540983606557,0.0327868852459017,0,0.10655737704918,0.540983606557377,0.352459016393443,"playoff"
"2592","James Jones","1610612739","CLE","20",0.885245901639344,0.885245901639344,0.901639344262295,0.778688524590164,0.721311475409836,0.655737704918033,"playoff"
"1891","Jason Terry","1610612745","HOU","17",0.614754098360656,0.344262295081967,0.614754098360656,0.418032786885246,0.786885245901639,0.418032786885246,"playoff"
"201145","Jeff Green","1610612763","MEM","11",0.336065573770492,0.614754098360656,0.483606557377049,0.655737704918033,0.475409836065574,0.786885245901639,"playoff"
"201952","Jeff Teague","1610612737","ATL","16",0.524590163934426,0.0491803278688525,0.131147540983607,0.147540983606557,0.540983606557377,0.614754098360656,"playoff"
"202710","Jimmy Butler","1610612741","CHI","12",0.172131147540984,0.311475409836066,0.352459016393443,0.00819672131147542,0.352459016393443,0.557377049180328,"playoff"
"202322","John Wall","1610612764","WAS","7",0.336065573770492,0.557377049180328,0.0491803278688525,0.188524590163934,0.139344262295082,0.721311475409836,"playoff"
"202720","Jon Leuer","1610612763","MEM","4",0.909836065573771,0.983606557377049,0.967213114754098,0.959016393442623,0.901639344262295,0.967213114754098,"playoff"
"2746","Josh Smith","1610612745","HOU","17",0.172131147540984,0.368852459016393,0.180327868852459,0.655737704918033,0.262295081967213,0.524590163934426,"playoff"
"201950","Jrue Holiday","1610612740","NOP","3",0.950819672131147,0.19672131147541,0.377049180327869,0.524590163934426,0.622950819672131,0.934426229508197,"playoff"
"203200","Justin Holiday","1610612744","GSW","5",0.983606557377049,0.967213114754098,0.868852459016393,0.959016393442623,0.901639344262295,0.983606557377049,"playoff"
"201567","Kevin Love","1610612739","CLE","4",0.114754098360656,0.426229508196721,0.483606557377049,0.877049180327869,0.475409836065574,0.262295081967213,"playoff"
"202691","Klay Thompson","1610612744","GSW","21",0.475409836065574,0.401639344262295,0.295081967213115,0.467213114754098,0.311475409836066,0.180327868852459,"playoff"
"201585","Kosta Koufos","1610612763","MEM","11",0.508196721311475,0.926229508196721,0.934426229508197,0.778688524590164,0.409836065573771,0.885245901639344,"playoff"
"2594","Kyle Korver","1610612737","ATL","14",0.262295081967213,0.450819672131147,0.483606557377049,0.188524590163934,0.213114754098361,0.688524590163934,"playoff"
"200768","Kyle Lowry","1610612761","TOR","4",0.19672131147541,0.147540983606557,0.0983606557377049,0.278688524590164,0.901639344262295,0,"playoff"
"202681","Kyrie Irving","1610612739","CLE","13",0.491803278688525,0.213114754098361,0.409836065573771,0.278688524590164,0.311475409836066,0.557377049180328,"playoff"
"200746","LaMarcus Aldridge","1610612757","POR","5",0.745901639344262,0.614754098360656,0.409836065573771,0.778688524590164,0.0163934426229508,0.139344262295082,"playoff"
"2544","LeBron James","1610612739","CLE","20",0.721311475409836,0.0163934426229508,0.0163934426229508,0.10655737704918,0.213114754098361,0.352459016393443,"playoff"
"2571","Leandro Barbosa","1610612744","GSW","21",0.909836065573771,0.819672131147541,0.827868852459016,0.877049180327869,0.901639344262295,0.918032786885246,"playoff"
"201188","Marc Gasol","1610612763","MEM","11",0.819672131147541,0.180327868852459,0.483606557377049,0.418032786885246,0.0819672131147541,0.262295081967213,"playoff"
"201578","Marreese Speights","1610612744","GSW","10",0.647540983606557,0.926229508196721,0.868852459016393,0.778688524590164,0.622950819672131,0.852459016393443,"playoff"
"203521","Matthew Dellavedova","1610612739","CLE","20",0.647540983606557,0.368852459016393,0.352459016393443,0.655737704918033,0.901639344262295,0.442622950819672,"playoff"
"201144","Mike Conley","1610612763","MEM","8",0.934426229508197,0.122950819672131,0.483606557377049,0.188524590163934,0.901639344262295,0.885245901639344,"playoff"
"202708","Norris Cole","1610612740","NOP","4",0.852459016393443,0.614754098360656,0.295081967213115,0.959016393442623,0.622950819672131,0.0409836065573771,"playoff"
"201600","Omer Asik","1610612740","NOP","4",0.0983606557377049,0.672131147540984,0.581967213114754,0.278688524590164,0.901639344262295,0.483606557377049,"playoff"
"2200","Pau Gasol","1610612741","CHI","10",0,0.327868852459016,0.254098360655738,0.655737704918033,0.0491803278688525,0.754098360655738,"playoff"
"200794","Paul Millsap","1610612737","ATL","16",0.0163934426229508,0.278688524590164,0.213114754098361,0.131147540983607,0.311475409836066,0.114754098360656,"playoff"
"201583","Ryan Anderson","1610612740","NOP","4",0.434426229508197,0.475409836065574,0.680327868852459,0.959016393442623,0.475409836065574,0.262295081967213,"playoff"
"2733","Shaun Livingston","1610612744","GSW","21",0.590163934426229,0.614754098360656,0.680327868852459,0.778688524590164,0.721311475409836,0.836065573770492,"playoff"
"201939","Stephen Curry","1610612744","GSW","21",0.262295081967213,0.0655737704918032,0.0327868852459017,0.0409836065573771,0.786885245901639,0.557377049180328,"playoff"
"203093","Terrence Jones","1610612745","HOU","17",0.336065573770492,0.795081967213115,0.680327868852459,0.655737704918033,0.377049180327869,0.754098360655738,"playoff"
"1495","Tim Duncan","1610612759","SAS","7",0.745901639344262,0.295081967213115,0.680327868852459,0.278688524590164,0.139344262295082,0.0409836065573771,"playoff"
"202389","Timofey Mozgov","1610612739","CLE","20",0.0819672131147541,0.836065573770492,0.327868852459016,0.778688524590164,0.0819672131147541,0.352459016393443,"playoff"
"2754","Tony Allen","1610612763","MEM","10",0.221311475409836,0.672131147540984,0.581967213114754,0.00819672131147542,0.213114754098361,0.418032786885246,"playoff"
"2772","Trevor Ariza","1610612745","HOU","17",0.131147540983607,0.401639344262295,0.549180327868853,0.0737704918032787,0.786885245901639,0.262295081967213,"playoff"
"202684","Tristan Thompson","1610612739","CLE","20",0.786885245901639,0.885245901639344,0.762295081967213,0.877049180327869,0.172131147540984,0.483606557377049,"playoff"
"201936","Tyreke Evans","1610612740","NOP","4",0.262295081967213,0.122950819672131,0.483606557377049,0.278688524590164,0.622950819672131,0.483606557377049,"playoff"
"1713","Vince Carter","1610612763","MEM","11",0.434426229508197,0.795081967213115,0.827868852459016,0.573770491803279,0.721311475409836,0.811475409836066,"playoff"
"2216","Zach Randolph","1610612763","MEM","11",0.0491803278688525,0.516393442622951,0.254098360655738,0.573770491803279,0.901639344262295,0.0983606557377049,"playoff"
