player_id,player_name,team_id,team_abbreviation,gp,reb,ast,tov,stl,blk,pf,type
202720,Jon Leuer,1610612763,MEM,63,3.3,0.7,0.6,0.3,0.1,1.4,regular
2746,Josh Smith,1610612745,HOU,83,6.5,3.4,2.5,1.1,1.4,2.8,regular
201950,Jrue Holiday,1610612740,NOP,40,3.4,6.9,2.3,1.6,0.6,2.8,regular
203200,Justin Holiday,1610612744,GSW,59,1.3,0.8,0.5,0.7,0.2,0.9,regular
201142,Kevin Durant,1610612760,OKC,27,6.7,4.1,2.8,0.9,0.9,1.5,regular
201567,Kevin Love,1610612739,CLE,75,9.9,2.3,1.6,0.7,0.5,1.9,regular
202691,Klay Thompson,1610612744,GSW,77,3.3,2.9,2,1.1,0.8,1.6,regular
977,Kobe Bryant,1610612747,LAL,35,5.8,5.7,3.7,1.4,0.2,1.9,regular
201585,Kosta Koufos,1610612763,MEM,81,5.3,0.5,0.9,0.4,0.8,1.9,regular
2594,Kyle Korver,1610612737,ATL,75,4.1,2.6,1.4,0.7,0.6,1.9,regular
200768,Kyle Lowry,1610612761,TOR,70,4.7,6.8,2.5,1.6,0.2,3.1,regular
202681,Kyrie Irving,1610612739,CLE,75,3.2,5.3,2.5,1.5,0.3,2,regular
200746,LaMarcus Aldridge,1610612757,POR,71,10.4,1.8,1.7,0.7,1,1.8,regular
2544,LeBron James,1610612739,CLE,69,6.1,7.5,4,1.6,0.7,2,regular
2571,Leandro Barbosa,1610612744,GSW,66,1.4,1.5,0.7,0.6,0.1,1.3,regular
201188,Marc Gasol,1610612763,MEM,81,7.9,3.8,2.2,0.9,1.6,2.6,regular
201578,Marreese Speights,1610612744,GSW,76,4.3,1,1.1,0.3,0.5,2.5,regular
203521,Matthew Dellavedova,1610612739,CLE,67,1.9,3.1,0.9,0.4,0,2.3,regular
201144,Mike Conley,1610612763,MEM,70,3,5.4,2.3,1.3,0.2,2,regular
202708,Norris Cole,1610612740,NOP,75,2.1,3.4,1.3,0.8,0.2,1.7,regular
201600,Omer Asik,1610612740,NOP,76,10,1,1.3,0.4,0.7,1.9,regular
201976,Patrick Beverley,1610612745,HOU,56,4.3,3.5,1.5,1.1,0.4,3.3,regular
2200,Pau Gasol,1610612741,CHI,78,11.9,2.7,2.1,0.3,1.9,1.9,regular
200794,Paul Millsap,1610612737,ATL,73,7.9,3.1,2.3,1.8,1,2.8,regular
201566,Russell Westbrook,1610612760,OKC,67,7.4,8.7,4.4,2.1,0.2,2.8,regular
201583,Ryan Anderson,1610612740,NOP,61,4.9,0.9,1,0.5,0.3,1.9,regular
2733,Shaun Livingston,1610612744,GSW,78,2.4,3.4,1.3,0.6,0.3,1.4,regular
201939,Stephen Curry,1610612744,GSW,80,4.3,7.8,3.2,2.1,0.2,2,regular
203093,Terrence Jones,1610612745,HOU,33,6.8,1.1,1.1,0.6,1.8,2.4,regular
1495,Tim Duncan,1610612759,SAS,77,9.3,3,1.7,0.8,2,2.2,regular
202389,Timofey Mozgov,1610612739,CLE,81,7.4,0.7,1.5,0.4,1.2,2.8,regular
2754,Tony Allen,1610612763,MEM,63,4.5,1.4,1.4,2.1,0.5,2.7,regular
2772,Trevor Ariza,1610612745,HOU,82,5.7,2.6,1.7,1.9,0.2,2.3,regular
202684,Tristan Thompson,1610612739,CLE,82,8.1,0.5,1,0.4,0.8,2.3,regular
201936,Tyreke Evans,1610612740,NOP,79,5.3,6.7,3.2,1.3,0.5,2.5,regular
1713,Vince Carter,1610612763,MEM,66,2,1.2,0.7,0.7,0.2,1.6,regular
2216,Zach Randolph,1610612763,MEM,71,10.7,2.2,2.2,1,0.2,2.5,regular
