"","Player","team_id","team_abbreviation","person_id","Team","GP","Poss","Freq","PPP","PTS","FGM","FGA","FG.","eFG.","FT_Freq","TO_Freq","SF_Freq","And_One_Freq","Score_Freq","Percentile","type"
"1768","Meyers Leonard",1610612757,"POR",203086,"POR",61,22,0.041,0.68,15,7,15,46.7,46.7,0.045,0.273,0.045,0,0.364,0.05,8
"1769","Meyers Leonard",1610612757,"POR",203086,"POR",61,140,0.264,1.09,152,63,130,48.5,57.3,0.014,0.064,0.014,0.007,0.457,0.657,9
"1770","Meyers Leonard",1610612757,"POR",203086,"POR",61,188,0.354,1.01,189,66,173,38.2,54.3,0.005,0.074,0.005,0,0.356,0.644,10
"1771","Meyers Leonard",1610612757,"POR",203086,"POR",61,36,0.068,1.17,42,17,31,54.8,61.3,0.083,0.083,0.083,0.028,0.528,0.635,11
"1772","Jon Leuer",1610612756,"PHX",202720,"PHX",63,44,0.081,1.09,48,21,38,55.3,55.3,0.091,0.091,0.091,0.045,0.523,0.303,2
"1773","Jon Leuer",1610612756,"PHX",202720,"PHX",63,10,0.018,0.9,9,3,10,30,40,0.1,0,0.1,0.1,0.3,0.587,3
"1774","Jon Leuer",1610612756,"PHX",202720,"PHX",63,43,0.079,0.84,36,14,35,40,40,0.093,0.093,0.07,0,0.419,0.556,4
"1775","Jon Leuer",1610612756,"PHX",202720,"PHX",63,34,0.063,0.29,10,2,6,33.3,50,0.147,0.676,0.029,0,0.147,0.188,5
"1776","Jon Leuer",1610612756,"PHX",202720,"PHX",63,41,0.075,0.85,35,14,31,45.2,45.2,0.122,0.122,0.098,0,0.439,0.562,7
"1777","Jon Leuer",1610612756,"PHX",202720,"PHX",63,44,0.081,1.2,53,21,33,63.6,63.6,0.182,0.114,0.136,0.045,0.614,0.794,8
"1778","Jon Leuer",1610612756,"PHX",202720,"PHX",63,133,0.244,1.19,158,63,115,54.8,62.2,0.075,0.075,0.06,0.015,0.526,0.846,9
"1779","Jon Leuer",1610612756,"PHX",202720,"PHX",63,128,0.235,0.8,102,40,114,35.1,43,0.039,0.078,0.039,0.008,0.336,0.228,10
"1780","Jon Leuer",1610612756,"PHX",202720,"PHX",63,59,0.108,1.14,67,27,46,58.7,59.8,0.136,0.119,0.136,0.034,0.559,0.568,11
"1781","Damian Lillard",1610612757,"POR",203081,"POR",69,758,0.432,0.94,712,245,583,42,48.7,0.117,0.136,0.098,0.025,0.416,0.882,1
"1782","Damian Lillard",1610612757,"POR",203081,"POR",69,57,0.032,1.18,67,29,46,63,63,0.088,0.123,0.088,0.018,0.579,0.439,2
"1783","Damian Lillard",1610612757,"POR",203081,"POR",69,120,0.068,0.93,112,40,102,39.2,47.5,0.092,0.092,0.075,0.033,0.383,0.65,3
"1784","Damian Lillard",1610612757,"POR",203081,"POR",69,293,0.167,1.01,297,94,234,40.2,46.4,0.164,0.058,0.15,0.024,0.457,0.905,4
"1785","Damian Lillard",1610612757,"POR",203081,"POR",69,86,0.049,0.73,63,10,24,41.7,47.9,0.244,0.477,0.012,0,0.349,0.812,5
"1786","Damian Lillard",1610612757,"POR",203081,"POR",69,95,0.054,0.99,94,33,84,39.3,50,0.063,0.063,0.042,0.011,0.4,0.601,6
"1787","Damian Lillard",1610612757,"POR",203081,"POR",69,18,0.01,1.17,21,8,17,47.1,52.9,0.111,0,0.111,0.056,0.5,0.72,8
"1788","Damian Lillard",1610612757,"POR",203081,"POR",69,142,0.081,1.14,162,54,131,41.2,58,0.042,0.042,0.042,0.007,0.415,0.88,10
"1789","Damian Lillard",1610612757,"POR",203081,"POR",69,182,0.104,0.92,168,58,132,43.9,52.3,0.093,0.187,0.071,0.005,0.407,0.173,11
"1790","Jeremy Lin",1610612766,"CHA",202391,"CHA",71,298,0.326,0.79,236,83,214,38.8,41.8,0.128,0.174,0.091,0.02,0.386,0.536,1
"1791","Jeremy Lin",1610612766,"CHA",202391,"CHA",71,40,0.044,1.42,57,22,32,68.8,68.8,0.25,0,0.25,0.05,0.725,0.819,2
"1792","Jeremy Lin",1610612766,"CHA",202391,"CHA",71,68,0.074,0.94,64,24,53,45.3,50.9,0.118,0.118,0.103,0.015,0.456,0.664,3
"1793","Jeremy Lin",1610612766,"CHA",202391,"CHA",71,68,0.074,0.76,52,20,49,40.8,40.8,0.118,0.176,0.103,0.015,0.382,0.412,4
"1794","Jeremy Lin",1610612766,"CHA",202391,"CHA",71,52,0.057,0.79,41,2,12,16.7,16.7,0.385,0.385,0,0,0.423,0.881,5
"1795","Jeremy Lin",1610612766,"CHA",202391,"CHA",71,63,0.069,1.25,79,28,51,54.9,61.8,0.19,0.048,0.175,0.048,0.571,0.952,6
"1796","Jeremy Lin",1610612766,"CHA",202391,"CHA",71,201,0.22,0.85,170,53,159,33.3,42.8,0.104,0.109,0.075,0.005,0.358,0.31,10
"1797","Jeremy Lin",1610612766,"CHA",202391,"CHA",71,117,0.128,1.01,118,41,85,48.2,53.5,0.145,0.128,0.111,0,0.487,0.3,11
"1798","Shaun Livingston",1610612744,"GSW",2733,"GSW",72,59,0.129,0.76,45,17,42,40.5,40.5,0.119,0.186,0.119,0.017,0.39,0.471,1
"1799","Shaun Livingston",1610612744,"GSW",2733,"GSW",72,76,0.167,1.22,93,43,64,67.2,67.2,0.066,0.092,0.079,0.013,0.605,0.55,2
"1800","Shaun Livingston",1610612744,"GSW",2733,"GSW",72,18,0.039,0.61,11,4,16,25,25,0.111,0.056,0.111,0.056,0.278,0.102,3
"1801","Shaun Livingston",1610612744,"GSW",2733,"GSW",72,34,0.075,0.94,32,14,28,50,50,0.088,0.118,0.088,0.029,0.471,0.76,4
"1802","Shaun Livingston",1610612744,"GSW",2733,"GSW",72,42,0.092,0.5,21,6,11,54.5,54.5,0.143,0.619,0.024,0.024,0.262,0.499,5
"1803","Shaun Livingston",1610612744,"GSW",2733,"GSW",72,88,0.193,0.95,84,37,76,48.7,48.7,0.068,0.091,0.068,0.023,0.466,0.79,7
"1804","Shaun Livingston",1610612744,"GSW",2733,"GSW",72,18,0.039,0.72,13,5,13,38.5,38.5,0.111,0.167,0,0,0.389,0.064,8
"1805","Shaun Livingston",1610612744,"GSW",2733,"GSW",72,42,0.092,1.05,44,15,34,44.1,47.1,0.167,0.071,0.167,0.048,0.476,0.74,10
"1806","Shaun Livingston",1610612744,"GSW",2733,"GSW",72,69,0.151,1.23,85,38,55,69.1,69.1,0.116,0.116,0.116,0.043,0.623,0.778,11
"1807","Kevon Looney",1610612744,"GSW",1626172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808","Brook Lopez",1610612751,"BKN",201572,"BKN",73,206,0.137,1.33,274,110,171,64.3,64.3,0.189,0.034,0.184,0.053,0.665,0.708,2
"1809","Brook Lopez",1610612751,"BKN",201572,"BKN",73,11,0.007,0.91,10,5,10,50,50,0,0.091,0,0,0.455,0.607,3
"1810","Brook Lopez",1610612751,"BKN",201572,"BKN",73,99,0.066,0.93,92,34,80,42.5,42.5,0.162,0.061,0.152,0.03,0.465,0.727,4
"1811","Brook Lopez",1610612751,"BKN",201572,"BKN",73,71,0.047,0.49,35,6,17,35.3,38.2,0.197,0.563,0.028,0,0.268,0.49,5
"1812","Brook Lopez",1610612751,"BKN",201572,"BKN",73,19,0.013,0.74,14,4,12,33.3,33.3,0.158,0.158,0.158,0,0.368,0.186,6
"1813","Brook Lopez",1610612751,"BKN",201572,"BKN",73,448,0.298,0.95,426,164,324,50.6,50.6,0.163,0.161,0.141,0.047,0.475,0.785,7
"1814","Brook Lopez",1610612751,"BKN",201572,"BKN",73,149,0.099,1.09,163,64,121,52.9,52.9,0.168,0.054,0.154,0.04,0.557,0.605,8
"1815","Brook Lopez",1610612751,"BKN",201572,"BKN",73,319,0.212,0.99,315,136,277,49.1,49.1,0.107,0.063,0.107,0.038,0.489,0.477,9
"1816","Brook Lopez",1610612751,"BKN",201572,"BKN",73,128,0.085,0.8,103,44,107,41.1,41.6,0.086,0.094,0.078,0.016,0.406,0.248,10
"1817","Brook Lopez",1610612751,"BKN",201572,"BKN",73,55,0.037,1.15,63,24,39,61.5,61.5,0.218,0.127,0.218,0.055,0.6,0.6,11
"1818","Robin Lopez",1610612752,"NYK",201577,"NYK",77,151,0.189,1.12,169,73,132,55.3,55.3,0.126,0.046,0.126,0.046,0.55,0.33,2
"1819","Robin Lopez",1610612752,"NYK",201577,"NYK",77,10,0.013,0.6,6,3,9,33.3,33.3,0,0.1,0,0,0.3,0.165,4
"1820","Robin Lopez",1610612752,"NYK",201577,"NYK",77,69,0.087,0.3,21,4,8,50,50,0.116,0.768,0.014,0,0.174,0.197,5
"1821","Robin Lopez",1610612752,"NYK",201577,"NYK",77,241,0.302,0.91,219,90,177,50.8,50.8,0.112,0.178,0.083,0.025,0.461,0.721,7
"1822","Robin Lopez",1610612752,"NYK",201577,"NYK",77,172,0.216,1.27,218,102,158,64.6,64.6,0.058,0.035,0.041,0.012,0.634,0.858,8
"1823","Robin Lopez",1610612752,"NYK",201577,"NYK",77,101,0.127,1,101,39,75,52,52,0.129,0.129,0.119,0,0.515,0.505,9
"1824","Robin Lopez",1610612752,"NYK",201577,"NYK",77,32,0.04,0.75,24,12,28,42.9,42.9,0,0.125,0,0,0.375,0.172,10
"1825","Robin Lopez",1610612752,"NYK",201577,"NYK",77,18,0.023,1.33,24,9,15,60,60,0.167,0,0.111,0,0.667,0.898,11
"1826","Kevin Love",1610612739,"CLE",201567,"CLE",72,51,0.043,1.04,53,17,37,45.9,45.9,0.216,0.078,0.216,0.02,0.529,0.213,2
"1827","Kevin Love",1610612739,"CLE",201567,"CLE",72,19,0.016,0.74,14,4,17,23.5,35.3,0.053,0.053,0.053,0,0.263,0.296,3
"1828","Kevin Love",1610612739,"CLE",201567,"CLE",72,40,0.034,0.98,39,15,35,42.9,44.3,0.125,0.025,0.1,0.025,0.475,0.818,4
"1829","Kevin Love",1610612739,"CLE",201567,"CLE",72,60,0.051,0.43,26,1,8,12.5,12.5,0.233,0.633,0.033,0,0.25,0.391,5
"1830","Kevin Love",1610612739,"CLE",201567,"CLE",72,58,0.049,1.03,60,23,50,46,55,0.052,0.086,0.052,0,0.448,0.724,6
"1831","Kevin Love",1610612739,"CLE",201567,"CLE",72,283,0.241,0.99,281,100,202,49.5,49.5,0.194,0.127,0.148,0.035,0.509,0.836,7
"1832","Kevin Love",1610612739,"CLE",201567,"CLE",72,69,0.059,0.88,61,20,53,37.7,37.7,0.174,0.072,0.159,0.014,0.435,0.199,8
"1833","Kevin Love",1610612739,"CLE",201567,"CLE",72,181,0.154,0.93,168,59,151,39.1,47,0.105,0.061,0.105,0,0.425,0.341,9
"1834","Kevin Love",1610612739,"CLE",201567,"CLE",72,304,0.259,1.03,312,101,276,36.6,51.6,0.049,0.049,0.043,0.007,0.375,0.688,10
"1835","Kevin Love",1610612739,"CLE",201567,"CLE",72,109,0.093,1.1,120,40,80,50,62.5,0.119,0.147,0.11,0,0.486,0.49,11
"1836","Kyle Lowry",1610612761,"TOR",200768,"TOR",73,552,0.355,0.87,482,163,399,40.9,46.5,0.129,0.163,0.112,0.014,0.406,0.743,1
"1837","Kyle Lowry",1610612761,"TOR",200768,"TOR",73,11,0.007,1.73,19,6,8,75,75,0.364,0,0.273,0.091,0.818,0.994,2
"1838","Kyle Lowry",1610612761,"TOR",200768,"TOR",73,85,0.055,1.07,91,27,68,39.7,48.5,0.141,0.059,0.129,0,0.459,0.832,3
"1839","Kyle Lowry",1610612761,"TOR",200768,"TOR",73,157,0.101,0.92,144,46,117,39.3,44,0.159,0.121,0.153,0.025,0.427,0.713,4
"1840","Kyle Lowry",1610612761,"TOR",200768,"TOR",73,92,0.059,0.76,70,10,25,40,50,0.315,0.413,0.033,0,0.402,0.839,5
"1841","Kyle Lowry",1610612761,"TOR",200768,"TOR",73,95,0.061,0.85,81,25,82,30.5,42.1,0.095,0.042,0.084,0.011,0.337,0.408,6
"1842","Kyle Lowry",1610612761,"TOR",200768,"TOR",73,28,0.018,0.79,22,7,21,33.3,33.3,0.143,0.107,0.143,0,0.393,0.385,7
"1843","Kyle Lowry",1610612761,"TOR",200768,"TOR",73,19,0.012,0.89,17,7,16,43.8,46.9,0.053,0.105,0,0,0.421,0.21,8
"1844","Kyle Lowry",1610612761,"TOR",200768,"TOR",73,11,0.007,1.36,15,5,10,50,65,0.091,0,0.091,0,0.545,0.953,9
"1845","Kyle Lowry",1610612761,"TOR",200768,"TOR",73,243,0.156,1.15,279,92,207,44.4,61.1,0.062,0.082,0.058,0,0.44,0.887,10
"1846","Kyle Lowry",1610612761,"TOR",200768,"TOR",73,264,0.17,1.23,325,100,184,54.3,63.6,0.231,0.114,0.208,0.042,0.568,0.773,11
"1847","Trey Lyles",1610612762,"UTA",1626168,"UTA",71,56,0.12,1.05,59,25,44,56.8,56.8,0.125,0.107,0.125,0.018,0.536,0.225,2
"1848","Trey Lyles",1610612762,"UTA",1626168,"UTA",71,18,0.039,0.94,17,4,11,36.4,36.4,0.333,0.111,0.278,0.056,0.5,0.764,4
"1849","Trey Lyles",1610612762,"UTA",1626168,"UTA",71,20,0.043,0.25,5,1,3,33.3,50,0.05,0.8,0,0,0.1,0.134,5
"1850","Trey Lyles",1610612762,"UTA",1626168,"UTA",71,11,0.024,1,11,3,6,50,50,0.364,0.182,0.091,0.091,0.545,0.872,7
"1851","Trey Lyles",1610612762,"UTA",1626168,"UTA",71,30,0.065,0.87,26,11,25,44,44,0.1,0.067,0.1,0,0.467,0.178,8
"1852","Trey Lyles",1610612762,"UTA",1626168,"UTA",71,76,0.163,0.92,70,30,69,43.5,47.1,0.066,0.053,0.053,0.026,0.434,0.322,9
"1853","Trey Lyles",1610612762,"UTA",1626168,"UTA",71,192,0.413,0.9,172,68,169,40.2,47.9,0.047,0.089,0.047,0.016,0.385,0.411,10
"1854","Trey Lyles",1610612762,"UTA",1626168,"UTA",71,44,0.095,1.14,50,19,34,55.9,66.2,0.068,0.159,0.045,0,0.5,0.57,11
"1855","Shelvin Mack",1610612762,"UTA",202714,"UTA",22,123,0.363,0.67,82,34,86,39.5,42.4,0.057,0.26,0.049,0.016,0.317,0.28,1
"1856","Shelvin Mack",1610612762,"UTA",202714,"UTA",22,39,0.115,1.03,40,16,33,48.5,54.5,0.077,0.103,0.077,0.026,0.462,0.783,3
"1857","Shelvin Mack",1610612762,"UTA",202714,"UTA",22,18,0.053,1,18,7,15,46.7,60,0,0.167,0,0,0.389,0.892,4
"1858","Shelvin Mack",1610612762,"UTA",202714,"UTA",22,21,0.062,0.24,5,0,3,0,0,0.19,0.667,0.095,0,0.143,0.119,5
"1859","Shelvin Mack",1610612762,"UTA",202714,"UTA",22,84,0.248,0.86,72,30,77,39,46.1,0.024,0.071,0.024,0.012,0.369,0.339,10
"1860","Shelvin Mack",1610612762,"UTA",202714,"UTA",22,41,0.121,1.2,49,20,29,69,75.9,0.098,0.22,0.098,0.024,0.561,0.703,11
"1861","Ian Mahinmi",1610612754,"IND",101133,"IND",66,175,0.293,1.17,204,84,132,63.6,63.6,0.183,0.097,0.177,0.034,0.6,0.424,2
"1862","Ian Mahinmi",1610612754,"IND",101133,"IND",65,14,0.024,0.71,10,4,9,44.4,44.4,0.143,0.214,0.143,0,0.429,0.304,4
"1863","Ian Mahinmi",1610612754,"IND",101133,"IND",66,68,0.114,0.5,34,6,7,85.7,85.7,0.309,0.588,0,0,0.309,0.499,5
"1864","Ian Mahinmi",1610612754,"IND",101133,"IND",65,61,0.103,0.84,51,22,48,45.8,45.8,0.148,0.115,0.115,0.049,0.443,0.502,7
"1865","Ian Mahinmi",1610612754,"IND",101133,"IND",66,53,0.089,1.13,60,27,46,58.7,58.7,0.075,0.057,0.057,0,0.566,0.661,8
"1866","Ian Mahinmi",1610612754,"IND",101133,"IND",65,124,0.21,1.13,140,56,92,60.9,60.9,0.234,0.065,0.218,0.04,0.605,0.771,9
"1867","Ian Mahinmi",1610612754,"IND",101133,"IND",66,50,0.084,0.64,32,14,40,35,35,0.08,0.12,0.08,0,0.34,0.084,10
"1868","Ian Mahinmi",1610612754,"IND",101133,"IND",65,45,0.076,1.4,63,26,32,81.3,81.3,0.222,0.133,0.2,0.067,0.733,0.943,11
"1869","Devyn Marble",1610612753,"ORL",203906,"ORL",17,23,0.39,0.43,10,4,20,20,25,0.087,0.087,0.087,0.043,0.174,0.012,10
"1870","Devyn Marble",1610612753,"ORL",203906,"ORL",17,11,0.186,1.18,13,4,7,57.1,78.6,0.182,0.182,0.182,0,0.455,0.663,11
"1871","Boban Marjanovic",1610612759,"SAS",1626246,"SAS",41,31,0.14,1.26,39,14,23,60.9,60.9,0.258,0.097,0.258,0.097,0.613,0.608,2
"1872","Boban Marjanovic",1610612759,"SAS",1626246,"SAS",41,19,0.086,0.58,11,0,1,0,0,0.421,0.526,0,0,0.421,0.618,5
"1873","Boban Marjanovic",1610612759,"SAS",1626246,"SAS",41,89,0.401,0.98,87,30,61,49.2,49.2,0.213,0.112,0.191,0.022,0.528,0.817,7
"1874","Boban Marjanovic",1610612759,"SAS",1626246,"SAS",41,48,0.216,1.44,69,25,35,71.4,71.4,0.354,0.021,0.313,0.104,0.75,0.979,8
"1875","Boban Marjanovic",1610612759,"SAS",1626246,"SAS",41,28,0.126,1.25,35,16,24,66.7,66.7,0.071,0.071,0.036,0,0.643,0.887,9
"1876","Kendall Marshall",1610612755,"PHI",203088,"PHI",26,47,0.324,0.38,18,8,27,29.6,29.6,0.021,0.404,0.021,0,0.191,0.032,1
"1877","Kendall Marshall",1610612755,"PHI",203088,"PHI",26,15,0.103,0.93,14,7,13,53.8,53.8,0.067,0.067,0.067,0,0.467,0.74,4
"1878","Kendall Marshall",1610612755,"PHI",203088,"PHI",27,16,0.107,0.13,2,1,5,20,20,0,0.688,0,0,0.063,0.042,5
"1879","Kendall Marshall",1610612755,"PHI",203088,"PHI",27,38,0.255,0.92,35,13,36,36.1,48.6,0,0.053,0,0,0.342,0.474,10
"1880","Kendall Marshall",1610612755,"PHI",203088,"PHI",26,11,0.076,0.55,6,2,7,28.6,35.7,0.091,0.364,0.091,0.091,0.182,0.013,11
"1881","Jarell Martin",1610612763,"MEM",1626185,"MEM",19,21,0.169,1.19,25,7,15,46.7,46.7,0.333,0,0.333,0.048,0.619,0.462,2
"1882","Jarell Martin",1610612763,"MEM",1626185,"MEM",19,10,0.081,0.9,9,3,6,50,50,0.3,0.1,0.3,0,0.6,0.687,4
"1883","Jarell Martin",1610612763,"MEM",1626185,"MEM",19,12,0.097,0.83,10,4,9,44.4,44.4,0.083,0.167,0.083,0,0.417,0.486,7
"1884","Jarell Martin",1610612763,"MEM",1626185,"MEM",19,20,0.161,1.2,24,10,15,66.7,66.7,0.15,0.1,0.15,0,0.65,0.784,8
"1885","Jarell Martin",1610612763,"MEM",1626185,"MEM",19,14,0.113,0.43,6,1,9,11.1,11.1,0.214,0.143,0.143,0,0.286,0,9
"1886","Jarell Martin",1610612763,"MEM",1626185,"MEM",19,20,0.161,0.55,11,5,20,25,25,0.05,0,0.05,0.05,0.25,0.034,10
"1887","Jarell Martin",1610612763,"MEM",1626185,"MEM",19,15,0.121,1.2,18,7,12,58.3,58.3,0.267,0.067,0.267,0.133,0.533,0.712,11
"1888","Kevin Martin",1610612759,"SAS",2755,"MIN",39,67,0.154,0.66,44,12,49,24.5,25.5,0.164,0.104,0.149,0.015,0.328,0.257,1
"1889","Kevin Martin",1610612759,"SAS",2755,"MIN",39,20,0.046,1.35,27,11,15,73.3,73.3,0.15,0.1,0.1,0,0.7,0.743,2
"1890","Kevin Martin",1610612759,"SAS",2755,"MIN",39,23,0.053,0.7,16,5,16,31.3,37.5,0.087,0.217,0.087,0,0.304,0.2,3
"1891","Kevin Martin",1610612759,"SAS",2755,"MIN",39,57,0.131,0.93,53,13,39,33.3,37.2,0.228,0.105,0.211,0.018,0.439,0.731,4
"1892","Kevin Martin",1610612759,"SAS",2755,"MIN",39,19,0.044,0.89,17,3,6,50,50,0.316,0.368,0.053,0,0.474,0.95,5
"1893","Kevin Martin",1610612759,"SAS",2755,"MIN",39,96,0.22,1,96,32,85,37.6,45.9,0.104,0.021,0.094,0.01,0.427,0.665,6
"1894","Kevin Martin",1610612759,"SAS",2755,"SAS",10,14,0.212,0.71,10,3,10,30,40,0.143,0.143,0.143,0,0.357,0.167,6
"1895","Kevin Martin",1610612759,"SAS",2755,"MIN",39,18,0.041,0.78,14,5,14,35.7,35.7,0.111,0.111,0.111,0,0.389,0.358,7
"1896","Kevin Martin",1610612759,"SAS",2755,"MIN",39,65,0.149,0.86,56,19,58,32.8,42.2,0.062,0.062,0.046,0.015,0.338,0.353,10
"1897","Kevin Martin",1610612759,"SAS",2755,"SAS",10,21,0.318,1.1,23,6,17,35.3,50,0.143,0.048,0.143,0,0.429,0.82,10
"1898","Kevin Martin",1610612759,"SAS",2755,"MIN",39,67,0.154,1.24,83,26,49,53.1,60.2,0.194,0.09,0.179,0.015,0.567,0.788,11
"1899","Wesley Matthews",1610612742,"DAL",202083,"DAL",72,81,0.09,0.74,60,24,69,34.8,39.1,0.049,0.111,0.037,0.012,0.333,0.414,1
"1900","Wesley Matthews",1610612742,"DAL",202083,"DAL",72,26,0.029,0.81,21,9,22,40.9,40.9,0.077,0.077,0.077,0,0.423,0.026,2
"1901","Wesley Matthews",1610612742,"DAL",202083,"DAL",72,63,0.07,0.75,47,16,58,27.6,37.1,0.032,0.048,0.032,0,0.286,0.301,3
"1902","Wesley Matthews",1610612742,"DAL",202083,"DAL",72,50,0.055,1,50,19,41,46.3,50,0.1,0.1,0.1,0.02,0.46,0.892,4
"1903","Wesley Matthews",1610612742,"DAL",202083,"DAL",72,40,0.044,0.85,34,7,15,46.7,63.3,0.225,0.4,0.05,0,0.4,0.925,5
"1904","Wesley Matthews",1610612742,"DAL",202083,"DAL",72,106,0.118,0.94,100,34,87,39.1,50,0.075,0.104,0.066,0,0.387,0.513,6
"1905","Wesley Matthews",1610612742,"DAL",202083,"DAL",72,91,0.101,0.9,82,32,73,43.8,43.8,0.11,0.099,0.11,0.011,0.451,0.699,7
"1906","Wesley Matthews",1610612742,"DAL",202083,"DAL",72,10,0.011,1.2,12,4,8,50,62.5,0.1,0.1,0.1,0,0.5,0.784,8
"1907","Wesley Matthews",1610612742,"DAL",202083,"DAL",72,13,0.014,0.69,9,2,10,20,30,0.154,0.077,0.154,0,0.308,0.061,9
"1908","Wesley Matthews",1610612742,"DAL",202083,"DAL",72,320,0.355,1.11,354,118,303,38.9,55.3,0.028,0.031,0.022,0.006,0.391,0.846,10
"1909","Wesley Matthews",1610612742,"DAL",202083,"DAL",72,102,0.113,1.15,117,38,88,43.2,55.1,0.137,0.029,0.118,0.029,0.48,0.605,11
"1910","O.J. Mayo",1610612749,"MIL",201564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911","Luc Mbah a Moute",1610612746,"LAC",201601,"LAC",60,62,0.255,1.06,66,28,48,58.3,58.3,0.177,0.113,0.177,0.065,0.548,0.24,2
"1912","Luc Mbah a Moute",1610612746,"LAC",201601,"LAC",60,12,0.049,0.17,2,0,1,0,0,0.167,0.75,0,0,0.167,0.069,5
"1913","Luc Mbah a Moute",1610612746,"LAC",201601,"LAC",60,22,0.091,0.64,14,6,19,31.6,31.6,0.091,0.045,0.045,0,0.364,0.025,8
"1914","Luc Mbah a Moute",1610612746,"LAC",201601,"LAC",60,20,0.082,0.75,15,7,18,38.9,38.9,0.1,0,0.1,0,0.4,0.089,9
"1915","Luc Mbah a Moute",1610612746,"LAC",201601,"LAC",60,71,0.292,0.85,60,23,65,35.4,44.6,0.028,0.056,0.028,0,0.352,0.305,10
"1916","Luc Mbah a Moute",1610612746,"LAC",201601,"LAC",60,40,0.165,1.1,44,17,25,68,70,0.2,0.2,0.2,0.025,0.55,0.488,11
"1917","James Michael McAdoo",1610612744,"GSW",203949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918","Ray McCallum",1610612763,"MEM",203492,"MEM",10,31,0.33,0.61,19,8,22,36.4,38.6,0.065,0.226,0.065,0,0.323,0.186,1
"1919","Ray McCallum",1610612763,"MEM",203492,"SAS",24,23,0.277,0.52,12,6,20,30,30,0,0.13,0,0,0.261,0.111,1
"1920","Ray McCallum",1610612763,"MEM",203492,"SAS",24,11,0.133,1.09,12,5,10,50,50,0.091,0,0.091,0,0.545,0.303,2
"1921","Ray McCallum",1610612763,"MEM",203492,"MEM",10,12,0.128,0.83,10,4,12,33.3,41.7,0,0,0,0,0.333,0.48,3
"1922","Ray McCallum",1610612763,"MEM",203492,"MEM",10,10,0.106,0.8,8,3,8,37.5,50,0,0.2,0,0,0.3,0.308,6
"1923","Ray McCallum",1610612763,"MEM",203492,"SAS",24,17,0.205,1,17,6,17,35.3,50,0,0,0,0,0.353,0.635,10
"1924","Ray McCallum",1610612763,"MEM",203492,"MEM",10,13,0.138,1.08,14,5,13,38.5,53.8,0,0,0,0,0.385,0.795,10
"1925","Ray McCallum",1610612763,"MEM",203492,"MEM",10,16,0.17,0.81,13,6,14,42.9,46.4,0,0.125,0,0,0.375,0.098,11
"1926","Ray McCallum",1610612763,"MEM",203492,"SAS",24,10,0.12,1.2,12,5,8,62.5,62.5,0.1,0,0.2,0,0.6,0.712,11
"1927","CJ McCollum",1610612757,"POR",203468,"POR",74,595,0.374,0.91,541,224,486,46.1,49.6,0.062,0.136,0.054,0.015,0.424,0.836,1
"1928","CJ McCollum",1610612757,"POR",203468,"POR",74,34,0.021,1.24,42,19,30,63.3,63.3,0.059,0.059,0.059,0,0.618,0.567,2
"1929","CJ McCollum",1610612757,"POR",203468,"POR",74,125,0.079,0.9,112,45,112,40.2,45.5,0.04,0.064,0.024,0,0.4,0.571,3
"1930","CJ McCollum",1610612757,"POR",203468,"POR",74,178,0.112,0.85,151,65,159,40.9,45,0.039,0.079,0.028,0.011,0.393,0.593,4
"1931","CJ McCollum",1610612757,"POR",203468,"POR",74,58,0.036,0.78,45,9,20,45,50,0.259,0.414,0.017,0.017,0.397,0.864,5
"1932","CJ McCollum",1610612757,"POR",203468,"POR",74,129,0.081,0.92,119,46,117,39.3,48.7,0.023,0.078,0.016,0.008,0.372,0.487,6
"1933","CJ McCollum",1610612757,"POR",203468,"POR",74,21,0.013,1.1,23,10,19,52.6,55.3,0.048,0.048,0.048,0,0.524,0.609,8
"1934","CJ McCollum",1610612757,"POR",203468,"POR",74,239,0.15,1.14,272,94,225,41.8,57.6,0.033,0.025,0.025,0,0.427,0.87,10
"1935","CJ McCollum",1610612757,"POR",203468,"POR",74,204,0.128,0.99,202,72,153,47.1,53.3,0.123,0.147,0.098,0.02,0.456,0.258,11
"1936","TJ McConnell",1610612755,"PHI",204456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937","Chris McCullough",1610612751,"BKN",1626191,"BKN",19,17,0.213,1.06,18,7,15,46.7,53.3,0.118,0,0.118,0,0.529,0.618,9
"1938","Chris McCullough",1610612751,"BKN",1626191,"BKN",19,28,0.35,0.89,25,10,24,41.7,52.1,0,0.143,0,0,0.357,0.404,10
"1939","KJ McDaniels",1610612745,"HOU",203909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1940","Doug McDermott",1610612741,"CHI",203926,"CHI",74,24,0.036,1.29,31,12,19,63.2,71.1,0.125,0.125,0.125,0.042,0.583,0.996,1
"1941","Doug McDermott",1610612741,"CHI",203926,"CHI",74,68,0.102,1.32,90,41,61,67.2,67.2,0.088,0.059,0.088,0.044,0.647,0.702,2
