"","grid_type","game_id","game_event_id","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","event_type","action_type","shot_type","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_attempted_flag","shot_made_flag","shot_made_numeric","shot_value"
"1107","Shot Chart Detail",21401036,35,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,34,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,14.3,28.25,1,"missed",0,3
"1108","Shot Chart Detail",21401036,78,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,21,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,0.1,10.45,1,"missed",0,2
"1109","Shot Chart Detail",21401036,101,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,28,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.9,6.75,1,"missed",0,2
"1110","Shot Chart Detail",21401036,104,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,0,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",32,15.7,33.15,1,"missed",0,3
"1111","Shot Chart Detail",21401036,160,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,26,"Made Shot","Floating Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",9,-8.6,9.75,1,"made",1,2
"1112","Shot Chart Detail",21401036,168,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,57,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,3.6,29.95,1,"made",1,3
"1113","Shot Chart Detail",21401036,185,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,57,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-15.7,25.55,1,"made",1,3
"1114","Shot Chart Detail",21401036,187,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,34,"Made Shot","Driving Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",9,0.6,14.35,1,"made",1,2
"1115","Shot Chart Detail",21401036,190,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,5,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,0.6,10.25,1,"missed",0,2
"1116","Shot Chart Detail",21401036,221,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,44,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-23.2,6.15,1,"made",1,3
"1117","Shot Chart Detail",21401036,227,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,6,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",22,-18.5,18.75,1,"made",1,2
"1118","Shot Chart Detail",21401036,229,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,37,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,-4.5,9.75,1,"missed",0,2
"1119","Shot Chart Detail",21401036,235,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,26,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.1,5.95,1,"made",1,2
"1120","Shot Chart Detail",21401036,274,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,12,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",9,0.2,14.85,1,"missed",0,2
"1121","Shot Chart Detail",21401036,445,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,2,15,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-7.8,30.15,1,"missed",0,3
"1122","Shot Chart Detail",21401036,450,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,1,56,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.4,6.75,1,"missed",0,2
"1123","Shot Chart Detail",21401053,13,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,10,33,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-20.5,21.65,1,"missed",0,3
"1124","Shot Chart Detail",21401053,52,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,19,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,6.9,30.95,1,"made",1,3
"1125","Shot Chart Detail",21401053,57,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,5,57,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,10.8,29.45,1,"made",1,3
"1126","Shot Chart Detail",21401053,64,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,56,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,-15.5,8.35,1,"made",1,2
"1127","Shot Chart Detail",21401053,114,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,1,13,"Made Shot","Running Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",19,11,21.65,1,"made",1,2
"1128","Shot Chart Detail",21401053,225,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,7,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,1.7,7.15,1,"made",1,2
"1129","Shot Chart Detail",21401053,255,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,11,35,"Missed Shot","Step Back Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-4.6,7.45,1,"missed",0,2
"1130","Shot Chart Detail",21401053,275,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,57,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,2.8,31.05,1,"missed",0,3
"1131","Shot Chart Detail",21401053,307,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,30,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",29,19.2,27.65,1,"missed",0,3
"1132","Shot Chart Detail",21401053,326,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,47,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",14,7.2,17.65,1,"missed",0,2
"1133","Shot Chart Detail",21401053,330,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,24,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,0,30.65,1,"made",1,3
"1134","Shot Chart Detail",21401053,341,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,3,9,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,14.3,28.35,1,"made",1,3
"1135","Shot Chart Detail",21401053,347,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,28,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",28,21.8,24.25,1,"made",1,3
"1136","Shot Chart Detail",21401053,363,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,1,19,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",19,14.9,18.45,1,"missed",0,2
"1137","Shot Chart Detail",21401059,9,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,11,4,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,0.9,31.05,1,"missed",0,3
"1138","Shot Chart Detail",21401059,27,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,47,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,-20.7,4.25,1,"made",1,2
"1139","Shot Chart Detail",21401059,34,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,39,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2.6,4.95,1,"missed",0,2
"1140","Shot Chart Detail",21401059,52,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,5,33,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,-5.6,23.55,1,"made",1,2
"1141","Shot Chart Detail",21401059,60,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,33,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",19,11.4,20.65,1,"missed",0,2
"1142","Shot Chart Detail",21401059,94,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,33,"Made Shot","Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.6,7.15,1,"made",1,2
"1143","Shot Chart Detail",21401059,203,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,55,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-23.4,4.95,1,"made",1,3
"1144","Shot Chart Detail",21401059,205,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,34,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,0.2,31.85,1,"made",1,3
"1145","Shot Chart Detail",21401059,211,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,47,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.8,4.95,1,"missed",0,2
"1146","Shot Chart Detail",21401059,239,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,3,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",17,-3.8,22.25,1,"missed",0,2
"1147","Shot Chart Detail",21401059,252,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,27,"Made Shot","Slam Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made",1,2
"1148","Shot Chart Detail",21401059,276,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,33,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.5,4.75,1,"made",1,2
"1149","Shot Chart Detail",21401059,281,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,47,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-7,31.25,1,"missed",0,3
"1150","Shot Chart Detail",21401059,287,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,27,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-23.2,3.55,1,"made",1,3
"1151","Shot Chart Detail",21401059,301,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,57,"Made Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",11,-0.4,17.15,1,"made",1,2
"1152","Shot Chart Detail",21401059,303,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,41,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,0.1,31.05,1,"missed",0,3
"1153","Shot Chart Detail",21401059,321,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,5,5,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",24,-23.9,9.45,1,"made",1,3
"1154","Shot Chart Detail",21401059,339,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,3,10,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",18,1.8,23.85,1,"missed",0,2
"1155","Shot Chart Detail",21401059,353,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,13,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,17.7,22.55,1,"made",1,3
"1156","Shot Chart Detail",21401059,412,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,7,36,"Made Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,6.1,7.45,1,"made",1,2
"1157","Shot Chart Detail",21401059,429,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,6,12,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0,6.75,1,"made",1,2
"1158","Shot Chart Detail",21401059,491,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,1,17,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-3.5,30.75,1,"missed",0,3
"1159","Shot Chart Detail",21401082,31,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,51,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",21,12.7,22.85,1,"made",1,2
"1160","Shot Chart Detail",21401082,45,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,20,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,17.1,25.05,1,"missed",0,3
"1161","Shot Chart Detail",21401082,86,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,1,55,"Missed Shot","Jump Bank Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",9,8.9,8.05,1,"missed",0,2
"1162","Shot Chart Detail",21401082,90,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,1,37,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-23.5,6.65,1,"made",1,3
"1163","Shot Chart Detail",21401082,97,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,59,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,14.9,26.65,1,"made",1,3
"1164","Shot Chart Detail",21401082,104,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,28,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",21,12.9,22.45,1,"missed",0,2
"1165","Shot Chart Detail",21401082,109,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,3,"Missed Shot","Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,4.2,11.35,1,"missed",0,2
"1166","Shot Chart Detail",21401082,111,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,0,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,5.35,1,"missed",0,2
"1167","Shot Chart Detail",21401082,219,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,52,"Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",22,22.8,7.25,1,"made",1,3
"1168","Shot Chart Detail",21401082,235,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,15,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,-14.7,19.85,1,"missed",0,2
"1169","Shot Chart Detail",21401082,245,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,34,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.7,5.25,1,"made",1,2
"1170","Shot Chart Detail",21401082,262,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,11,14,"Made Shot","Running Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",10,-10,8.85,1,"made",1,2
"1171","Shot Chart Detail",21401082,265,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,43,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",22,-22.3,8.65,1,"made",1,3
"1172","Shot Chart Detail",21401082,294,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,51,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",28,16.3,28.05,1,"made",1,3
"1173","Shot Chart Detail",21401082,309,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,5,52,"Made Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.1,5.35,1,"made",1,2
"1174","Shot Chart Detail",21401082,318,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,45,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-2.1,31.25,1,"made",1,3
"1175","Shot Chart Detail",21401082,320,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,20,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-9.7,28.55,1,"missed",0,3
"1176","Shot Chart Detail",21401082,322,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,3,"Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23.4,8.55,1,"made",1,3
"1177","Shot Chart Detail",21401082,358,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,0,30,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,13.5,29.45,1,"missed",0,3
"1178","Shot Chart Detail",21401082,360,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,0,10,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",16,12.4,16.75,1,"missed",0,2
"1179","Shot Chart Detail",21401082,437,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,4,16,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,10.3,29.15,1,"made",1,3
"1180","Shot Chart Detail",21401082,464,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,1,57,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-16.3,26.55,1,"missed",0,3
"1181","Shot Chart Detail",21401089,33,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,9,0,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,21.4,18.95,1,"made",1,3
"1182","Shot Chart Detail",21401089,77,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,5,1,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-0.5,30.75,1,"missed",0,3
"1183","Shot Chart Detail",21401089,97,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,27,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23.7,4.65,1,"missed",0,3
"1184","Shot Chart Detail",21401089,134,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,38,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.2,5.25,1,"made",1,2
"1185","Shot Chart Detail",21401089,265,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,21,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,14.3,27.15,1,"made",1,3
"1186","Shot Chart Detail",21401089,291,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,0,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",31,21.2,29.15,1,"missed",0,3
"1187","Shot Chart Detail",21401089,306,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,2,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,11.6,26.95,1,"made",1,3
"1188","Shot Chart Detail",21401089,450,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,7,45,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-22.9,14.15,1,"made",1,3
"1189","Shot Chart Detail",21401089,453,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,7,17,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",12,10.2,12.75,1,"missed",0,2
"1190","Shot Chart Detail",21401089,461,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,6,35,"Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23,7.45,1,"made",1,3
"1191","Shot Chart Detail",21401089,482,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,4,54,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.55,1,"missed",0,2
"1192","Shot Chart Detail",21401089,486,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,4,26,"Made Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.4,6.65,1,"made",1,2
"1193","Shot Chart Detail",21401089,491,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,3,48,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-21.7,18.65,1,"made",1,3
"1194","Shot Chart Detail",21401111,30,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,44,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-23.2,5.85,1,"made",1,3
"1195","Shot Chart Detail",21401111,33,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,20,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,12.5,28.75,1,"missed",0,3
"1196","Shot Chart Detail",21401111,50,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,30,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,5.25,1,"missed",0,2
"1197","Shot Chart Detail",21401111,59,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,5,33,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",19,12.5,20.85,1,"missed",0,2
"1198","Shot Chart Detail",21401111,204,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,46,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,7.2,29.45,1,"made",1,3
"1199","Shot Chart Detail",21401111,242,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,52,"Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,22.6,12.35,1,"made",1,3
"1200","Shot Chart Detail",21401111,244,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,25,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",10,-10.3,5.05,1,"made",1,2
"1201","Shot Chart Detail",21401111,301,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,51,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",9,7.5,11.35,1,"missed",0,2
"1202","Shot Chart Detail",21401111,312,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,53,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.8,5.35,1,"made",1,2
"1203","Shot Chart Detail",21401111,340,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,1,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",20,18.5,13.45,1,"made",1,2
"1204","Shot Chart Detail",21401111,352,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,5,52,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",22,-7.5,26.55,1,"made",1,2
"1205","Shot Chart Detail",21401111,374,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,2,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,21.4,20.55,1,"made",1,3
"1206","Shot Chart Detail",21401111,386,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,27,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23.1,4.95,1,"missed",0,3
"1207","Shot Chart Detail",21401111,528,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,3,19,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",15,-6.5,19.25,1,"missed",0,2
"1208","Shot Chart Detail",21401111,554,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,1,39,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",16,15.1,10.55,1,"missed",0,2
"1209","Shot Chart Detail",21401126,28,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,44,"Missed Shot","Floating Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",9,9.2,6.75,1,"missed",0,2
"1210","Shot Chart Detail",21401126,32,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,21,"Missed Shot","Step Back Jump shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,23.4,11.85,1,"missed",0,3
"1211","Shot Chart Detail",21401126,38,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,54,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-5.2,30.65,1,"missed",0,3
"1212","Shot Chart Detail",21401126,68,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,33,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-1.6,6.95,1,"missed",0,2
"1213","Shot Chart Detail",21401126,84,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,6,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,13.6,28.75,1,"made",1,3
"1214","Shot Chart Detail",21401126,94,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,1,34,"Made Shot","Pullup Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,-4.6,14.85,1,"made",1,2
"1215","Shot Chart Detail",21401126,216,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,33,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",19,19.5,7.25,1,"missed",0,2
"1216","Shot Chart Detail",21401126,241,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,47,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,0.2,15.65,1,"missed",0,2
"1217","Shot Chart Detail",21401126,247,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,0,"Made Shot","Pullup Jump shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23.3,5.65,1,"made",1,3
"1218","Shot Chart Detail",21401126,253,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,39,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.2,6.45,1,"made",1,2
"1219","Shot Chart Detail",21401126,273,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,59,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",14,0.2,19.75,1,"made",1,2
