"","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_made_numeric","shot_value","time","shot_type","shot_zone"
"49",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,24,"Above the Break 3","Left Side Center(LC)","24+ ft.",24,-10.9,27.25,0,3,1656,"Jump",4
"50",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,58,"Mid-Range","Right Side Center(RC)","16-24 ft.",20,8.3,24.45,1,2,1742,"Jump",3
"51",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,49,"Above the Break 3","Left Side Center(LC)","24+ ft.",24,-10.9,27.15,0,3,1871,"Jump",4
"52",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,19,"Left Corner 3","Left Side(L)","24+ ft.",23,-23.2,5.85,0,3,1901,"Jump",4
"53",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,3,53,"In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,4.8,5.35,0,2,2647,"Jump",1
"54",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,2,16,"Mid-Range","Right Side(R)","16-24 ft.",20,19,13.55,0,2,2744,"Jump",3
"55",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,10,28,"Above the Break 3","Center(C)","24+ ft.",24,5.9,29.35,0,3,92,"Jump",4
"56",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,43,"Restricted Area","Center(C)","Less Than 8 ft.",3,-1.9,8.55,0,2,257,"Jump",1
"57",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,19,"Above the Break 3","Left Side Center(LC)","24+ ft.",24,-19.9,20.05,1,3,341,"Jump",4
"58",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,11,"Restricted Area","Center(C)","Less Than 8 ft.",2,1.8,6.45,1,2,349,"Layup",1
"59",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,26,"Restricted Area","Center(C)","Less Than 8 ft.",0,-0.2,5.65,1,2,454,"Layup",1
"60",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,50,"In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,1.3,11.95,0,2,490,"Jump",1
"61",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,6,18,"Mid-Range","Left Side Center(LC)","16-24 ft.",17,-9.5,20.35,1,2,1062,"Jump",3
"62",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,30,"Above the Break 3","Right Side Center(RC)","24+ ft.",26,16.6,25.55,1,3,1230,"Jump",4
"63",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,11,"Above the Break 3","Center(C)","24+ ft.",25,3.1,31.05,0,3,1249,"Jump",4
"64",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,22,"Left Corner 3","Left Side(L)","24+ ft.",24,-23.1,12.65,1,3,1418,"Jump",4
"65",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,11,13,"Right Corner 3","Right Side(R)","24+ ft.",22,22.6,6.15,0,3,1487,"Jump",4
"66",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,10,54,"Mid-Range","Left Side Center(LC)","16-24 ft.",17,-10.1,19.85,0,2,2226,"Jump",3
"67",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,10,38,"In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,3.7,8.05,0,2,2242,"Layup",1
"68",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,9,59,"Restricted Area","Center(C)","Less Than 8 ft.",3,-0.4,8.65,0,2,2281,"Jump",1
"69",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,8,16,"Mid-Range","Right Side(R)","16-24 ft.",17,17.6,8.65,1,2,2384,"Jump",3
"70",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,7,38,"Above the Break 3","Right Side Center(RC)","24+ ft.",27,19.2,24.95,0,3,2422,"Jump",4
"71",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,3,41,"Above the Break 3","Right Side Center(RC)","24+ ft.",27,16.5,27.25,1,3,2659,"Jump",4
"72",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,3,20,"Mid-Range","Right Side Center(RC)","16-24 ft.",16,12.2,15.65,1,2,2680,"Jump",3
"73",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,9,"Restricted Area","Center(C)","Less Than 8 ft.",1,-1,5.85,1,2,231,"Layup",1
"74",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,49,"Restricted Area","Center(C)","Less Than 8 ft.",2,2,5.05,1,2,251,"Layup",1
"75",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,8,"Above the Break 3","Center(C)","24+ ft.",25,-0.8,30.75,1,3,292,"Jump",4
"76",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,40,"Mid-Range","Left Side(L)","8-16 ft.",13,-12.7,10.55,0,2,320,"Bank",2
"77",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,20,"Mid-Range","Right Side Center(RC)","16-24 ft.",22,14.6,22.25,1,2,580,"Jump",3
"78",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,6,39,"Restricted Area","Center(C)","Less Than 8 ft.",1,-0.2,4.25,1,2,1041,"Layup",1
"79",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,5,39,"Above the Break 3","Right Side Center(RC)","24+ ft.",26,10.5,29.85,0,3,1101,"Jump",4
"80",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,6,"Restricted Area","Center(C)","Less Than 8 ft.",0,0.6,5.85,0,2,1194,"Layup",1
"81",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,56,"Mid-Range","Center(C)","16-24 ft.",19,1,24.75,0,2,1324,"Jump",3
"82",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,2,"Above the Break 3","Left Side Center(LC)","24+ ft.",24,-15.5,24.15,1,3,1558,"Jump",4
